title,year,numPages,DOI
AndroCT: Ten Years of App Call Traces in Android.,2021,5,10.1109/MSR52588.2021.00076
Characterising deprecated Android APIs.,2018,11,10.1145/3196398.3196419
Thirty-Three Years of Mathematicians and Software Engineers: A Case Study of Domain Expertise and Participation in Proof Assistant Ecosystems.,2024,13,10.1145/3643991.3644908
Mining the coherence of GNOME bug reports with statistical topic models.,2009,4,10.1109/MSR.2009.5069486
Mining Eclipse Developer Contributions via Author-Topic Models.,2007,,10.1109/MSR.2007.20
Improving Automated Code Reviews: Learning from Experience.,2024,6,10.1145/3643991.3644910
Why Power Laws? An Explanation from Fine-Grained Code Changes.,2015,8,10.1109/MSR.2015.14
"DGMF: Fast Generation of Comparable, Updatable Dependency Graphs for Software Repositories.",2023,5,10.1109/MSR59073.2023.00028
From Industrial Practices to Academia: Uncovering the Gap in Vulnerability Research and Practice.,2025,13,10.1109/MSR66628.2025.00030
AndroZooOpen: Collecting Large-scale Open Source Android Apps for the Research Community.,2020,5,10.1145/3379597.3387503
Do Customized Android Frameworks Keep Pace with Android?,2022,12,10.1145/3524842.3527963
TrickyBugs: A Dataset of Corner-case Bugs in Plausible Programs.,2024,5,10.1145/3643991.3644870
Traceability Support for Multi-Lingual Software Projects.,2020,12,10.1145/3379597.3387440
Too Noisy To Learn: Enhancing Data Quality for Code Review Comment Generation.,2025,13,10.1109/MSR66628.2025.00043
Generating commit messages from diffs using pointer-generator network.,2019,11,10.1109/MSR.2019.00056
AW4C: A Commit-Aware C Dataset for Actionable Warning Identification.,2024,5,10.1145/3643991.3644885
Analysis of the Linux Kernel Evolution Using Code Clone Coverage.,2007,,10.1109/MSR.2007.1
Integrating software engineering data using semantic web technologies.,2011,4,10.1145/1985441.1985473
An Investigation of Patch Porting Practices of the Linux Kernel Ecosystem.,2024,12,10.1145/3643991.3644902
Boosting API Misuse Detection via Integrating API Constraints from Multiple Sources.,2024,13,10.1145/3643991.3644904
Towards improving bug tracking systems with game mechanisms.,2012,10,10.1109/MSR.2012.6224293
Evaluating the Harmfulness of Cloning: A Change Based Experiment.,2007,,10.1109/MSR.2007.8
Using association rules to study the co-evolution of production & test code.,2009,4,10.1109/MSR.2009.5069493
Are faults localizable?,2012,4,10.1109/MSR.2012.6224302
Beyond Duplicates: Towards Understanding and Predicting Link Types in Issue Tracking Systems.,2022,13,10.1145/3524842.3528457
Assessment of issue handling efficiency.,2010,4,10.1109/MSR.2010.5463292
ICVul: A Well-labeled C/C++ Vulnerability Dataset with Comprehensive Metadata and VCCs.,2025,5,10.1109/MSR66628.2025.00034
Visualizing Gnome with the Small Project Observatory.,2009,4,10.1109/MSR.2009.5069487
Mining performance regression inducing code changes in evolving software.,2016,12,10.1145/2901739.2901765
DeepScenario: An Open Driving Scenario Dataset for Autonomous Driving System Testing.,2023,5,10.1109/MSR59073.2023.00020
Building the Collaboration Graph of Open-Source Software Ecosystem.,2021,3,10.1109/MSR52588.2021.00086
From work to word: How do software developers describe their work?,2009,10,10.1109/MSR.2009.5069490
Can development work describe itself?,2010,10,10.1109/MSR.2010.5463344
World of code: an infrastructure for mining the universe of open source VCS data.,2019,12,10.1109/MSR.2019.00031
Extracting build changes with BuildDiff.,2017,11,10.1109/MSR.2017.65
Apache commits: social network dataset.,2013,4,10.1109/MSR.2013.6624020
A large-scale study on human-cloned changes for automated program repair.,2021,5,10.1109/MSR52588.2021.00064
Continuous defect prediction: the idea and a related dataset.,2017,4,10.1109/MSR.2017.46
Automatic classification of software artifacts in open-source applications.,2018,12,10.1145/3196398.3196446
"Defectors: A Large, Diverse Python Dataset for Defect Prediction.",2023,5,10.1109/MSR59073.2023.00085
The Android update problem: an empirical study.,2018,11,10.1145/3196398.3196434
500+ times faster than deep learning: a case study exploring faster methods for text mining stackoverflow.,2018,10,10.1145/3196398.3196424
Methods for Stabilizing Models Across Large Samples of Projects (with case studies on Predicting Defect and Project Health).,2022,13,10.1145/3524842.3527934
Mining the ROS ecosystem for Green Architectural Tactics in Robotics and an Empirical Evaluation.,2021,12,10.1109/MSR52588.2021.00042
Comparative Study of Feature Reduction Techniques in Software Change Prediction.,2021,11,10.1109/MSR52588.2021.00015
Going Green: An Exploratory Analysis of Energy-Related Questions.,2015,4,10.1109/MSR.2015.53
Does Functional Package Management Enable Reproducible Builds at Scale? Yes.,2025,13,10.1109/MSR66628.2025.00115
How often and what StackOverflow posts do developers reference in their GitHub projects?,2019,5,10.1109/MSR.2019.00047
Studying the Change Histories of Stack Overflow and GitHub Snippets.,2021,12,10.1109/MSR52588.2021.00040
An empirical study of the personnel overhead of continuous integration.,2017,4,10.1109/MSR.2017.31
Bug resolution catalysts: identifying essential non-committers from bug repositories.,2013,10,10.1109/MSR.2013.6624027
"Mining valence, arousal, and dominance: possibilities for detecting burnout and productivity?",2016,12,10.1145/2901739.2901752
Natural language or not (NLON): a package for software engineering text analysis pipeline.,2018,5,10.1145/3196398.3196444
Bootstrapping a lexicon for emotional arousal in software engineering.,2017,5,10.1109/MSR.2017.47
How Java Programmers Test Exceptional Behavior.,2021,12,10.1109/MSR52588.2021.00033
Stack Overflow Badges and User Behavior: An Econometric Approach.,2015,4,10.1109/MSR.2015.61
Confessions of a Worldly Software Miner.,2015,,10.1109/MSR.2015.80
Public git archive: a big code dataset for all.,2018,4,10.1145/3196398.3196464
STYLE-ANALYZER: fixing code style inconsistencies with interpretable unsupervised algorithms.,2019,11,10.1109/MSR.2019.00073
Sameness: An Experiment in Code Search.,2015,12,10.1109/MSR.2015.15
Trendy bugs: Topic trends in the Android bug reports.,2012,4,10.1109/MSR.2012.6224268
The App Sampling Problem for App Store Mining.,2015,11,10.1109/MSR.2015.19
"50K-C: a dataset of compilable, and compiled, Java projects.",2018,5,10.1145/3196398.3196450
Applying CodeBERT for Automated Program Repair of Java Simple Bugs.,2021,5,10.1109/MSR52588.2021.00063
CLEAN++: Code Smells Extraction for C++.,2023,5,10.1109/MSR59073.2023.00066
Lightweight Risk Mitigation for Software Development Projects Using Repository Mining.,2007,,10.1109/MSR.2007.16
GreenHub farmer: real-world data for Android energy mining.,2019,5,10.1109/MSR.2019.00034
Splitting APIs: an exploratory study of software unbundling.,2019,11,10.1109/MSR.2019.00062
Analysing the 'biodiversity' of open source ecosystems: the GitHub case.,2014,4,10.1145/2597073.2597119
Beyond GumTree: a hybrid approach to generate edit scripts.,2019,5,10.1109/MSR.2019.00082
Assigning bug reports using a vocabulary-based expertise model of developers.,2009,10,10.1109/MSR.2009.5069491
RTPTorrent: An Open-source Dataset for Evaluating Regression Test Prioritization.,2020,12,10.1145/3379597.3387458
Dataset of Developer-Labeled Commit Messages.,2015,4,10.1109/MSR.2015.71
Mining security changes in FreeBSD.,2010,4,10.1109/MSR.2010.5463289
Pre-trained Model Based Feature Envy Detection.,2023,11,10.1109/MSR59073.2023.00065
gawd: A Differencing Tool for GitHub Actions Workflows.,2024,5,10.1145/3643991.3644873
GraphCode2Vec: Generic Code Embedding via Lexical and Program Dependence Analyses.,2022,13,10.1145/3524842.3528456
Mining Our Way Back to Incremental Builds for DevOps Pipelines.,2024,2,10.1145/3643991.3649106
The evolution of ANT build systems.,2010,10,10.1109/MSR.2010.5463341
"The impact of code review coverage and code review participation on software quality: a case study of the qt, VTK, and ITK projects.",2014,10,10.1145/2597073.2597076
E2EGit: A Dataset of End-to-End Web Tests in Open Source Projects.,2025,5,10.1109/MSR66628.2025.00121
Maintenance and Evolution: GrimoireLab Graal.,2022,3,10.1145/3524842.3528521
Capture the Feature Flag: Detecting Feature Flags in Open-Source.,2020,5,10.1145/3379597.3387463
"Understanding the usage, impact, and adoption of non-OSI approved licenses.",2018,11,10.1145/3196398.3196427
Learning to Predict and Improve Build Successes in Package Ecosystems.,2024,12,10.1145/3643991.3644927
Searching for High-Fidelity Builds Using Active Learning.,2022,12,10.1145/3524842.3528464
Classifying unstructured data into natural language text and technical information.,2014,4,10.1145/2597073.2597112
Which contributions predict whether developers are accepted into github teams.,2018,11,10.1145/3196398.3196429
Characterizing the roles of contributors in open-source scientific software projects.,2019,12,10.1109/MSR.2019.00069
Recommending Emergent Teams.,2007,,10.1109/MSR.2007.27
"Modifications, Tweaks, and Bug Fixes in Architectural Tactics.",2015,4,10.1109/MSR.2015.44
On the Effectiveness of Machine Learning-based Call Graph Pruning: An Empirical Study.,2024,12,10.1145/3643991.3644897
ManyTypes4Py: A Benchmark Python Dataset for Machine Learning-based Type Inference.,2021,5,10.1109/MSR52588.2021.00079
The bug catalog of the maven ecosystem.,2014,4,10.1145/2597073.2597123
Time present and time past: analyzing the evolution of JavaScript code in the wild.,2019,12,10.1109/MSR.2019.00029
Spam Filter Based Approach for Finding Fault-Prone Software Modules.,2007,,10.1109/MSR.2007.29
Amassing and indexing a large sample of version control systems: Towards the census of public source code history.,2009,10,10.1109/MSR.2009.5069476
Is mining software repositories data science? (keynote).,2014,,10.1145/2597073.2600728
A Complete Set of Related Git Repositories Identified via Community Detection Approaches Based on Shared Commits.,2020,5,10.1145/3379597.3387499
Chatting with AI: Deciphering Developer Conversations with ChatGPT.,2024,5,10.1145/3643991.3645078
Between JIRA and GitHub: ASFBot and its Influence on Human Comments in Issue Trackers.,2022,5,10.1145/3524842.3528528
Investigating the Resolution of Vulnerable Dependencies with Dependabot Security Updates.,2023,13,10.1109/MSR59073.2023.00042
Mining change histories for unknown systematic edits.,2017,9,10.1109/MSR.2017.12
Can issues reported at stack overflow questions be reproduced?: an exploratory study.,2019,11,10.1109/MSR.2019.00074
Rollback Edit Inconsistencies in Developer Forum.,2021,12,10.1109/MSR52588.2021.00050
Enhancing User Interaction in ChatGPT: Characterizing and Consolidating Multiple Prompts for Issue Resolution.,2024,5,10.1145/3643991.3645085
Do Subjectivity and Objectivity Always Agreeƒ A Case Study with Stack Overflow Questions.,2023,13,10.1109/MSR59073.2023.00060
Prediction and ranking of co-change candidates for clones.,2014,10,10.1145/2597073.2597104
Identifying experts in software libraries and frameworks among GitHub users.,2019,12,10.1109/MSR.2019.00054
An Alternative Issue Tracking Dataset of Public Jira Repositories.,2022,5,10.1145/3524842.3528486
Write me this Code: An Analysis of ChatGPT Quality for Producing Source Code.,2024,5,10.1145/3643991.3645070
GHALogs: Large-Scale Dataset of GitHub Actions Runs.,2025,5,10.1109/MSR66628.2025.00104
Phylogenetic Analysis of Reticulate Software Evolution.,2023,13,10.1109/MSR59073.2023.00074
Defect Data Analysis Based on Extended Association Rule Mining.,2007,,10.1109/MSR.2007.5
Is programming knowledge related to age? an exploration of stack overflow.,2013,4,10.1109/MSR.2013.6624008
On mining crowd-based speech documentation.,2016,10,10.1145/2901739.2901771
Feature location using crowd-based screencasts.,2018,11,10.1145/3196398.3196439
On the Rise and Fall of Simple Stupid Bugs: a Life-Cycle Analysis of SStuBs.,2021,5,10.1109/MSR52588.2021.00061
Mining Energy-Aware Commits.,2015,12,10.1109/MSR.2015.13
Using Others' Tests to Identify Breaking Updates.,2020,11,10.1145/3379597.3387476
Predicting the Impact of Crashes Across Release Channels.,2024,2,10.1145/3643991.3645067
Gerrit software code review data from Android.,2013,4,10.1109/MSR.2013.6624002
Which work-item updates need your response?,2013,10,10.1109/MSR.2013.6623998
A dataset of clone references with gaps.,2014,4,10.1145/2597073.2597133
Do developers feel emotions? an exploratory analysis of emotions in software artifacts.,2014,10,10.1145/2597073.2597086
"What is software development productivity, anyway? (keynote).",2013,,10.1109/MSR.2013.6623996
"On the Prevalence, Impact, and Evolution of SQL Code Smells in Data-Intensive Systems.",2020,12,10.1145/3379597.3387467
Is Open Source Eating the World's Software? Measuring the Proportion of Open Source in Proprietary Software Using Java Binaries.,2022,5,10.1145/3524842.3528473
Prevalence of botched code integrations.,2017,4,10.1109/MSR.2017.40
Decoding Dependency Risks: A Quantitative Study of Vulnerabilities in the Maven Ecosystem.,2025,5,10.1109/MSR66628.2025.00048
Linux variability anomalies: what causes them and how do they get fixed?,2013,10,10.1109/MSR.2013.6624017
Abstracting log lines to log event types for mining software system logs.,2010,4,10.1109/MSR.2010.5463281
Bug report assignee recommendation using activity profiles.,2013,9,10.1109/MSR.2013.6623999
On the Co-Occurrence of Refactoring of Test and Source Code.,2022,5,10.1145/3524842.3528529
Data-driven search-based software engineering.,2018,12,10.1145/3196398.3196442
Jupyter Notebook Activity Dataset.,2025,5,10.1109/MSR66628.2025.00091
An Empirical Study of Method Chaining in Java.,2020,10,10.1145/3379597.3387441
Analysis of exception handling patterns in Java projects: an empirical study.,2016,4,10.1145/2901739.2903499
DACOS - A Manually Annotated Dataset of Code Smells.,2023,5,10.1109/MSR59073.2023.00067
How Effective are LLMs for Data Science Coding? A Controlled Experiment.,2025,12,10.1109/MSR66628.2025.00041
Anatomy of functionality deletion: an exploratory study on mobile apps.,2018,11,10.1145/3196398.3196410
CLEVER: combining code metrics with clone detection for just-in-time fault prevention and resolution in large industrial projects.,2018,12,10.1145/3196398.3196438
Are the Majority of Public Computational Notebooks Pathologically Non-Executable?,2025,12,10.1109/MSR66628.2025.00070
Discovering complete API rules with mutation testing.,2012,10,10.1109/MSR.2012.6224275
An Empirical Evaluation of GitHub Copilot's Code Suggestions.,2022,5,10.1145/3524842.3528470
An industrial case study of automatically identifying performance regression-causes.,2014,10,10.1145/2597073.2597092
"A large-scale study on repetitiveness, containment, and composability of routines in open-source projects.",2016,12,10.1145/2901739.2901759
MANDO-HGT: Heterogeneous Graph Transformers for Smart Contract Vulnerability Detection.,2023,13,10.1109/MSR59073.2023.00052
Dealing with Popularity Bias in Recommender Systems for Third-party Libraries: How far Are We?,2023,13,10.1109/MSR59073.2023.00016
Encoding Version History Context for Better Code Representation.,2024,6,10.1145/3643991.3644929
Validity of network analyses in Open Source Projects.,2010,9,10.1109/MSR.2010.5463342
Wasmizer: Curating WebAssembly-driven Projects on GitHub.,2023,12,10.1109/MSR59073.2023.00031
GIRT-Model: Automated Generation of Issue Report Templates.,2024,12,10.1145/3643991.3644906
GIRT-Data: Sampling GitHub Issue Report Templates.,2023,5,10.1109/MSR59073.2023.00026
Cost-effective build outcome prediction using cascaded classifiers.,2017,4,10.1109/MSR.2017.26
Characterizing duplicate code snippets between stack overflow and tutorials.,2019,5,10.1109/MSR.2019.00048
"Discovering, reporting, and fixing performance bugs.",2013,10,10.1109/MSR.2013.6624035
MegaVul: A C/C++ Vulnerability Dataset with Comprehensive Code Representations.,2024,5,10.1145/3643991.3644886
The ABLoTS Approach for Bug Localization: is it replicable and generalizable?,2023,12,10.1109/MSR59073.2023.00083
Boosting Just-in-Time Defect Prediction with Specific Features of C/C++ Programming Languages in Code Changes.,2023,13,10.1109/MSR59073.2023.00072
Software Composition Analysis and Supply Chain Security in Apache Projects: an Empirical Study.,2025,13,10.1109/MSR66628.2025.00027
A data set of OCL expressions on GitHub.,2017,4,10.1109/MSR.2017.52
Can We Use SE-specific Sentiment Analysis Tools in a Cross-Platform Setting?,2020,11,10.1145/3379597.3387446
A gold standard for emotion annotation in stack overflow.,2018,4,10.1145/3196398.3196453
A benchmark study on sentiment analysis for software engineering research.,2018,12,10.1145/3196398.3196403
Assessing UML design metrics for predicting fault-prone classes in a Java system.,2010,10,10.1109/MSR.2010.5463285
The Impact of Dynamics of Collaborative Software Engineering on Introverts: A Study Protocol.,2020,4,10.1145/3379597.3387505
The Ultimate Debian Database: Consolidating bazaar metadata for Quality Assurance and data mining.,2010,10,10.1109/MSR.2010.5463277
On the Violation of Honesty in Mobile Apps: Automated Detection and Categories.,2022,12,10.1145/3524842.3527937
An empirical evaluation of OSGi dependencies best practices in the eclipse IDE.,2018,11,10.1145/3196398.3196416
A Dataset of High Impact Bugs: Manually-Classified Issue Reports.,2015,4,10.1109/MSR.2015.78
Large Language Model vs. Stack Overflow in Addressing Android Permission Related Challenges.,2024,11,10.1145/3643991.3644933
Mining the Ethereum Blockchain Platform: Best Practices and Pitfalls (MSR 2022 Tutorial).,2022,2,10.1145/3524842.3528534
Don't Forget the Exception! : Considering Robustness Changes to Identify Design Problems.,2023,13,10.1109/MSR59073.2023.00064
A study on the energy consumption of Android app development approaches.,2017,11,10.1109/MSR.2017.66
Recommending energy-efficient Java collections.,2019,11,10.1109/MSR.2019.00033
CrashJS: A NodeJS Benchmark for Automated Crash Reproduction.,2024,13,10.1145/3643991.3644912
A change-aware development environment by recording editing operations of source code.,2008,4,10.1145/1370750.1370758
Choosing an NLP library for analyzing software documentation: a systematic literature review and a series of experiments.,2017,11,10.1109/MSR.2017.42
Andromeda: A Dataset of Ansible Galaxy Roles and Their Evolution.,2021,5,10.1109/MSR52588.2021.00078
"Smelly Variables in Ansible Infrastructure Code: Detection, Prevalence, and Lifetime.",2022,12,10.1145/3524842.3527964
Control and Data Flow in Security Smell Detection for Infrastructure as Code: Is It Worth the Effort?,2023,12,10.1109/MSR59073.2023.00079
On the differences between unit and integration testing in the travistorrent dataset.,2017,4,10.1109/MSR.2017.25
Are Bullies More Productive? Empirical Study of Affectiveness vs. Issue Fixing Time.,2015,11,10.1109/MSR.2015.35
The emotional side of software developers in JIRA.,2016,4,10.1145/2901739.2903505
Exception evolution in long-lived Java systems.,2017,10,10.1109/MSR.2017.21
Automated dependency resolution for open source software.,2010,11,10.1109/MSR.2010.5463346
SourcererDB: An aggregated repository of statically analyzed and cross-linked open source Java projects.,2009,4,10.1109/MSR.2009.5069501
A deep learning approach to identifying source code in images and video.,2018,11,10.1145/3196398.3196402
Scalable software merging studies with MergAnser.,2019,5,10.1109/MSR.2019.00084
Characterizing Packages for Vulnerability Prediction.,2025,5,10.1109/MSR66628.2025.00066
A study of external community contribution to open-source projects on GitHub.,2014,4,10.1145/2597073.2597113
Studying the relationship between exception handling practices and post-release defects.,2018,12,10.1145/3196398.3196435
How do developers blog?: an exploratory study.,2011,10,10.1145/1985441.1985461
CoDocBench: A Dataset for Code-Documentation Alignment in Software Maintenance.,2025,5,10.1109/MSR66628.2025.00077
On the interplay between non-functional requirements and builds on continuous integration.,2017,4,10.1109/MSR.2017.33
CROP: linking code reviews to source code changes.,2018,4,10.1145/3196398.3196466
Behind the Intents: An In-depth Empirical Study on Software Refactoring in Modern Code Review.,2020,12,10.1145/3379597.3387475
Landfill: An Open Dataset of Code Smells with Public Evaluation.,2015,4,10.1109/MSR.2015.69
Predicting Eclipse Bug Lifetimes.,2007,,10.1109/MSR.2007.25
Mining DEV for social and technical insights about software development.,2021,5,10.1109/MSR52588.2021.00053
An empirical study of supplementary bug fixes.,2012,10,10.1109/MSR.2012.6224298
"Java generics adoption: how new features are introduced, championed, or ignored.",2011,10,10.1145/1985441.1985446
Improving change descriptions with change contexts.,2008,10,10.1145/1370750.1370765
Enriching revision history with interactions.,2006,4,10.1145/1137983.1138019
GitterCom: A Dataset of Open Source Developer Communications in Gitter.,2020,5,10.1145/3379597.3387494
Classifying code comments in Java open-source software systems.,2017,11,10.1109/MSR.2017.63
How is video game development different from software development in open source?,2018,11,10.1145/3196398.3196418
A dataset of feature additions and feature removals from the Linux kernel.,2014,4,10.1145/2597073.2597124
Improving Agile Planning for Reliable Software Delivery.,2023,2,10.1109/MSR59073.2023.00017
Towards Reliable Agile Iterative Planning via Predicting Documentation Changes of Work Items.,2022,13,10.1145/3524842.3528445
Human-In-The-Loop Software Development Agents: Challenges and Future Directions.,2025,2,10.1109/MSR66628.2025.00112
Concept-based classification of software defect reports.,2017,5,10.1109/MSR.2017.20
Zero-shot Learning based Alternatives for Class Imbalanced Learning Problem in Enterprise Software Defect Analysis.,2024,2,10.1145/3643991.3645065
Talk and work: a preliminary report.,2008,4,10.1145/1370750.1370776
Developer-Driven Code Smell Prioritization.,2020,12,10.1145/3379597.3387457
Attention-based model for predicting question relatedness on Stack Overflow.,2021,11,10.1109/MSR52588.2021.00023
Identifying licensing of jar archives using a code-search approach.,2010,10,10.1109/MSR.2010.5463282
Cross-language clone detection by learning over abstract syntax trees.,2019,11,10.1109/MSR.2019.00078
"On the Distribution of ""Simple Stupid Bugs"" in Unit Test Files: An Exploratory Study.",2021,5,10.1109/MSR52588.2021.00067
Better cross company defect prediction.,2013,10,10.1109/MSR.2013.6624057
"What constitutes Software?: An Empirical, Descriptive Study of Artifacts.",2020,11,10.1145/3379597.3387442
Identifying Critical Projects via PageRank and Truck Factor.,2021,5,10.1109/MSR52588.2021.00017
Forking Without Clicking: on How to Identify Software Repository Forks.,2020,11,10.1145/3379597.3387450
Determining the Intrinsic Structure of Public Software Development History.,2020,4,10.1145/3379597.3387506
The software heritage graph dataset: public software development under one roof.,2019,5,10.1109/MSR.2019.00030
The Software Heritage Graph Dataset: Large-scale Analysis of Public Software Development History.,2020,5,10.1145/3379597.3387510
A large-scale study about quality and reproducibility of jupyter notebooks.,2019,11,10.1109/MSR.2019.00077
A Large Scale Analysis of Semantic Versioning in NPM.,2023,13,10.1109/MSR59073.2023.00073
Mining questions about software energy consumption.,2014,10,10.1145/2597073.2597110
Security and emotion: sentiment analysis of security discussions on GitHub.,2014,4,10.1145/2597073.2597117
Dataset of Video Game Development Problems.,2020,5,10.1145/3379597.3387486
A manually-curated dataset of fixes to vulnerabilities of open-source software.,2019,5,10.1109/MSR.2019.00064
Mining StackOverflow to turn the IDE into a self-confident programming prompter.,2014,10,10.1145/2597073.2597077
Summarizing Complex Development Artifacts by Mining Heterogeneous Data.,2015,5,10.1109/MSR.2015.49
StORMeD: Stack Overflow Ready Made Data.,2015,4,10.1109/MSR.2015.67
"JITLine: A Simpler, Better, Faster, Finer-grained Just-In-Time Defect Prediction.",2021,11,10.1109/MSR52588.2021.00049
THEX: Mining metapatterns from java.,2010,4,10.1109/MSR.2010.5463349
MIC check: A correlation tactic for ESE data.,2012,10,10.1109/MSR.2012.6224295
A simpler model of software readability.,2011,10,10.1145/1985441.1985454
BugsPHP: A dataset for Automated Program Repair in PHP.,2024,5,10.1145/3643991.3644878
Supporting High-Level to Low-Level Requirements Coverage Reviewing with Large Language Models.,2024,12,10.1145/3643991.3644922
Enriched event streams: a general dataset for empirical studies on in-IDE activities of software developers.,2018,4,10.1145/3196398.3196400
A dataset of simplified syntax trees for C#.,2016,4,10.1145/2901739.2903507
Wolves in the Repository: A Software Engineering Analysis of the XZ Utils Supply Chain Attack.,2025,12,10.1109/MSR66628.2025.00026
"Out of Sight, Still at Risk: The Lifecycle of Transitive Vulnerabilities in Maven.",2025,5,10.1109/MSR66628.2025.00060
The Secret Life of CVEs.,2023,5,10.1109/MSR59073.2023.00056
How I Learned to Stop Worrying and Love ChatGPT.,2024,5,10.1145/3643991.3645073
HaPy-Bug - Human Annotated Python Bug Resolution Dataset.,2025,5,10.1109/MSR66628.2025.00024
Varangian: A Git Bot for Augmented Static Analysis.,2022,2,10.1145/3524842.3528516
EvoChain: A Framework for Tracking and Visualizing Smart Contract Evolution.,2025,5,10.1109/MSR66628.2025.00076
A Deep Study of the Effects and Fixes of Server-Side Request Races in Web Applications.,2022,13,10.1145/3524842.3528463
KGTorrent: A Dataset of Python Jupyter Notebooks from Kaggle.,2021,5,10.1109/MSR52588.2021.00072
"Revisiting ""programmers' build errors"" in the visual studio context: a replication study using IDE interaction traces.",2018,4,10.1145/3196398.3196469
Chasing the Clock: How Fast Are Vulnerabilities Fixed in the Maven Ecosystem?,2025,5,10.1109/MSR66628.2025.00047
"AI Writes, We Analyze: The ChatGPT Python Code Saga.",2024,5,10.1145/3643991.3645076
"Understanding Software Vulnerabilities in the Maven Ecosystem: Patterns, Timelines, and Risks.",2025,5,10.1109/MSR66628.2025.00052
A dataset of non-functional bugs.,2019,5,10.1109/MSR.2019.00066
"The maven repository dataset of metrics, changes, and dependencies.",2013,4,10.1109/MSR.2013.6624031
"Testing principles, current practices, and effects of change localization.",2013,10,10.1109/MSR.2013.6624037
Revisiting Defects4J for Fault Localization in Diverse Development Scenarios.,2025,13,10.1109/MSR66628.2025.00022
Does UML modeling associate with lower defect proneness?: a preliminary empirical investigation.,2019,4,10.1109/MSR.2019.00024
"Dataset: Dependency Networks of Open Source Libraries Available Through CocoaPods, Carthage and Swift PM.",2022,5,10.1145/3524842.3528016
Comprehension effort and programming activities: related? or not related?,2018,4,10.1145/3196398.3196470
Feature Toggle Usage Patterns: A Case Study on Google Chromium.,2023,6,10.1109/MSR59073.2023.00032
Clones: What is that smell?,2010,10,10.1109/MSR.2010.5463343
Evaluating how developers use general-purpose web-search for code retrieval.,2018,11,10.1145/3196398.3196425
Investigating the Understandability of Review Comments on Code Change Requests.,2025,13,10.1109/MSR66628.2025.00087
Snakes in paradise?: insecure python-related coding practices in stack overflow.,2019,5,10.1109/MSR.2019.00040
Feature toggles: practitioner practices and a case study.,2016,11,10.1145/2901739.2901745
An insight into the pull requests of GitHub.,2014,4,10.1145/2597073.2597121
An Insight into the Unresolved Questions at Stack Overflow.,2015,4,10.1109/MSR.2015.55
Impact of continuous integration on code reviews.,2017,4,10.1109/MSR.2017.39
Predicting usefulness of code review comments using textual features and developer experience.,2017,12,10.1109/MSR.2017.17
Cleaning StackOverflow for machine translation.,2019,5,10.1109/MSR.2019.00021
The impact of using regression models to build defect classifiers.,2017,11,10.1109/MSR.2017.4
The role of library versions in Developer-ChatGPT conversations.,2024,5,10.1145/3643991.3645075
Greenlight: Highlighting TensorFlow APIs Energy Footprint.,2024,5,10.1145/3643991.3644894
Exploring Apache Incubator Project Trajectories with APEX.,2022,5,10.1145/3524842.3528506
Options Matter: Documenting and Fixing Non-Reproducible Builds in Highly-Configurable Systems.,2024,11,10.1145/3643991.3644913
Search4Code: Code Search Intent Classification Using Weak Supervision.,2021,5,10.1109/MSR52588.2021.00077
Retrieval from software libraries for bug localization: a comparative study of generic and composite text models.,2011,10,10.1145/1985441.1985451
OpenMent: A Dataset of Mentor-Mentee Interactions in Google Summer of Code.,2025,5,10.1109/MSR66628.2025.00096
Comments on Comments: Where Code Review and Documentation Meet.,2022,5,10.1145/3524842.3528475
Who you gonna call?: analyzing web requests in Android applications.,2017,11,10.1109/MSR.2017.11
On what basis to recommend: Changesets or interactions?,2009,4,10.1109/MSR.2009.5069494
On the relation of refactorings and software defect prediction.,2008,4,10.1145/1370750.1370759
An empirical analysis of build failures in the continuous integration workflows of Java-based open-source software.,2017,11,10.1109/MSR.2017.54
The Uniqueness of Changes: Characteristics and Applications.,2015,11,10.1109/MSR.2015.11
TwinDroid: A Dataset of Android app System call traces and Trace Generation Pipeline.,2022,5,10.1145/3524842.3528502
How does contributors' involvement influence the build status of an open-source software project?,2017,4,10.1109/MSR.2017.32
Tracing Vulnerable Code Lineage.,2021,3,10.1109/MSR52588.2021.00087
Mining for localization in Android.,2012,4,10.1109/MSR.2012.6224272
SECOM: Towards a convention for security commit messages.,2022,2,10.1145/3524842.3528513
TSSB-3M: Mining single statement bugs at massive scale.,2022,5,10.1145/3524842.3528505
A benchmark of data loss bugs for Android apps.,2019,5,10.1109/MSR.2019.00087
What Can OSS Mailing Lists Tell Us? A Preliminary Psychometric Text Analysis of the Apache Developer Mailing List.,2007,,10.1109/MSR.2007.35
GitDelver Enterprise Dataset (GDED): An Industrial Closed-source Dataset for Socio-Technical Research.,2022,5,10.1145/3524842.3528003
Mining a Change-Based Software Repository.,2007,,10.1109/MSR.2007.18
Replaying IDE interactions to evaluate and improve change prediction approaches.,2010,10,10.1109/MSR.2010.5463278
Using developer interaction data to compare expertise metrics.,2013,4,10.1109/MSR.2013.6624041
Replicating MSR: A study of the potential replicability of papers published in the Mining Software Repositories proceedings.,2010,10,10.1109/MSR.2010.5463348
Geographic location of developers at SourceForge.,2006,7,10.1145/1137983.1138017
Estimating development effort in Free/Open source software projects by mining software repositories: a case study of OpenStack.,2014,10,10.1145/2597073.2597107
Evolution of the core team of developers in libre software projects.,2009,4,10.1109/MSR.2009.5069497
