"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"BotHunter: An Approach to Detect Software Bots in GitHub","A. Abdellatif; M. Wessel; I. Steinmacher; M. A. Gerosa; E. Shihab","Concordia University, Montreal, Canada; Delft University of Technology, Delft, Netherlands; Universidade Tecnológica Federal do Paraná, Campo Mourão, Brazil; Northern Arizona University, Flagstaff, USA; Concordia University, Montreal, Canada",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","6","17","Bots have become popular in software projects as they play critical roles, from running tests to fixing bugs/vulnerabilities. However, the large number of software bots adds extra effort to practitioners and researchers to distinguish human accounts from bot accounts to avoid bias in data-driven studies. Researchers developed several approaches to identify bots at specific activity levels (issue/pull request or commit), considering a single repository and disregarding features that showed to be effective in other domains. To address this gap, we propose using a machine learning-based approach to identify the bot accounts regardless of their activity level. We selected and extracted 19 features related to the account's profile information, activities, and comment similarity. Then, we evaluated the performance of five machine learning classifiers using a dataset that has more than 5,000 GitHub accounts. Our results show that the Random Forest classifier performs the best, with an F1-score of 92.4% and AUC of 98.7%. Furthermore, the account profile information (e.g., account login) contains the most relevant features to identify the account type. Finally, we compare the performance of our Random Forest classifier to the state-of-the-art approaches, and our results show that our model outperforms the state-of-the-art techniques in identifying the account type regardless of their activity level.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3527959","National Science Foundation(grant numbers:1815503,1900903); CNPq(grant numbers:313067/2020-1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796262","Software Bots;Empirical Software Engineering","Bot (Internet);Feature extraction;Transformers;Software;Encoding;Data mining;Time factors","","10","","53","","21 Jun 2022","","","IEEE","IEEE Conferences"
"Comments on Comments: Where Code Review and Documentation Meet","N. Rao; J. Tsay; M. Hirzel; V. J. Hellendoorn",Carnegie Mellon University United States; IBM Research United States; IBM Research United States; Carnegie Mellon University United States,2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","18","22","A central function of code review is to increase understanding; helping reviewers understand a code change aids in knowledge transfer and finding bugs. Comments in code largely serve a similar purpose, helping future readers understand the program. It is thus natural to study what happens when these two forms of understanding collide. We ask: what documentation-related comments do reviewers make and how do they affect understanding of the contribution? We analyze ca. 700K review comments on 2,000 (Java and Python) GitHub projects, and propose several filters to identify which comments are likely to be either in response to a change in documentation and/or call for such a change. We identify 65K such cases. We next develop a taxonomy of the reviewer intents behind such “comments on comments”. We find that achieving a shared under-standing of the code is key: reviewer comments most often focused on clarification, followed by pointing out issues to fix, such as typos and outdated comments. Curiously, clarifying comments were frequently suggested (often verbatim) by the reviewer, indicating a desire to persist their understanding acquired during code review. We conclude with a discussion of implications of our comments-on-comments dataset for research on improving code review, including the potential benefits for automating code review.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528475","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796192","","Java;Codes;Taxonomy;Computer bugs;Documentation;Software;Data mining","","","","11","CCBY","21 Jun 2022","","","IEEE","IEEE Conferences"
"Does This Apply to Me? An Empirical Study of Technical Context in Stack Overflow","A. Galappaththi; S. Nadi; C. Treude","University of Alberta, Edmonton, Alberta, Canada; University of Alberta, Edmonton, Alberta, Canada; University of Melbourne, Victoria, Australia",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","23","34","Stack Overflow has become an essential technical resource for developers. However, given the vast amount of knowledge available on Stack Overflow, finding the right information that is relevant for a given task is still challenging, especially when a developer is looking for a solution that applies to their specific requirements or technology stack. Clearly marking answers with their technical context, i.e., the information that characterizes the technologies and assumptions needed for this answer, is potentially one way to improve navigation. However, there is no information about how often such context is mentioned, and what kind of information it might offer. In this paper, we conduct an empirical study to understand the occurrence of technical context in Stack Overflow answers and comments, using tags as a proxy for technical context. We specifically focus on additional context, where answers/comments mention information that is not already discussed in the question. Our results show that nearly half of our studied threads contain at least one additional context. We find that almost 50% of the additional context are either a library/framework, a programming language, a tool/application, an API, or a database. Overall, our findings show the promise of using additional context as navigational cues.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528435","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796260","Stack Overflow;contextual information;navigating information","Context;Computer languages;Navigation;Databases;Instruction sets;Software;Data mining","","1","","24","","21 Jun 2022","","","IEEE","IEEE Conferences"
"Towards Reliable Agile Iterative Planning via Predicting Documentation Changes of Work Items","J. Pasuksmit; P. Thongtanunam; S. Karunasekera","The University of Melbourne, Australia; The University of Melbourne, Australia; The University of Melbourne, Australia",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","35","47","In agile iterative development, an agile team needs to analyze documented information for effort estimation and sprint planning. While documentation can be changed, the documentation changes after sprint planning may invalidate the estimated effort and sprint plan. Hence, to help the team be aware of the potential documentation changes, we developed DocWarn to estimate the probability that a work item will have documentation changes. We developed three variations of DocWarn, which are based on the characteristics extracted from the work items (DocWarn-C), the natural language text (DocWarn-T), and both inputs (DocWarn-H). Based on nine open-source projects that work in sprints and actively maintain documentation, DocWarn can predict the documentation changes with an average AUC of 0.75 and an average F1-Score of 0.36, which are significantly higher than the baselines. We also found that the most influential characteristics of a work item for determining the future documentation changes are the past tendency of the developers and the length of description text. Based on the qualitative assessment, we found that 40%-68% of the correctly predicted documentation changes were related to scope modification. With the prediction of DocWarn, the team will be better aware of the potential documentation changes during sprint planning, allowing the team to manage the uncertainty and reduce the risk of unreliable effort estimation and sprint planning.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528445","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796335","agile;documentation;iteration planning;sprint planning;effort estimation;document;change","Uncertainty;Natural languages;Estimation;Documentation;Planning;Iterative methods;Reliability","","2","","62","","21 Jun 2022","","","IEEE","IEEE Conferences"
"Beyond Duplicates: Towards Understanding and Predicting Link Types in Issue Tracking Systems","C. M. Lüders; A. Bouraffa; W. Maalej","University of Hamburg, Hamburg, Germany; University of Hamburg, Hamburg, Germany; University of Hamburg, Hamburg, Germany",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","48","60","Software projects use Issue Tracking Systems (ITS) like JIRA to track issues and organize the workflows around them. Issues are often inter-connected via different links such as the default JIRA link types Duplicate, Relate, Block, or Subtask. While previous research has mostly focused on analyzing and predicting duplication links, this work aims at understanding the various other link types, their prevalence, and characteristics towards a more reliable link type prediction. For this, we studied 607,208 links connecting 698,790 issues in 15 public JIRA repositories. Besides the default types, the custom types Depend, Incorporate, Split, and Cause were also common. We manually grouped all 75 link types used in the repositories into five general categories: General Relation, Duplication, Composition, Temporal/Causal, and Workflow. Comparing the structures of the corresponding graphs, we observed several trends. For instance, Duplication links tend to represent simpler issue graphs often with two components and Composition links present the highest amount of hierarchical tree structures (97.7%). Surprisingly, General Relation links have a significantly higher transitivity score than Duplication and Temporal/ Causal links. Motivated by the differences between the link types and by their popularity, we evaluated the robustness of two state-of-the-art duplicate detection approaches from the literature on the JIRA dataset. We found that current deep-learning approaches confuse between Duplication and other links in almost all repositories. On average, the classification accuracy dropped by 6% for one approach and 12% for the other. Extending the training sets with other link types seems to partly solve this issue. We discuss our findings and their implications for research and practice.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528457","European Union(grant numbers:732463); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796252","Issue Management;Issue Tracking System;Duplicate Detection;Link Type Detection;Dependency Management","Training;Analytical models;Uncertainty;Semantics;Training data;Organizations;Predictive models","","2","","42","","21 Jun 2022","","","IEEE","IEEE Conferences"
"Smelly Variables in Ansible Infrastructure Code: Detection, Prevalence, and Lifetime","R. Opdebeeck; A. Zerouali; C. De Roover","Vrije Universiteit Brussel, Brussels, Belgium; Vrije Universiteit Brussel, Brussels, Belgium; Vrije Universiteit Brussel, Brussels, Belgium",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","61","72","Infrastructure as Code is the practice of automating the provisioning, configuration, and orchestration of network nodes using code in which variable values such as configuration parameters, node hostnames, etc. play a central role. Mistakes in these values are an important cause of infrastructure defects and corresponding outages. Ansible, a popular IaC language, nonetheless features semantics which can cause confusion about the value of variables. In this paper, we identify six novel code smells related to Ansible's intricate variable precedence rules and lazy-evaluated template expressions. Their detection requires an accurate representation of control and data flow, for which we transpose the program dependence graph to Ansible. We use the resulting detector to empirically investigate the prevalence of these variable smells in 21,931 open-source Ansible roles, uncovering 31,334 unique smell instances across 4,260 roles. We observe an upward trend in the number of variable smells over time, that it may take a long time before they are fixed, and that code changes more often introduce new smells than fix existing ones. Our results are a call to arms for more in-depth quality checkers for IaC code, and highlight the importance of transcending syntax in IaC research.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3527964","Research Foundation Flanders(grant numbers:No); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796178","Infrastructure as Code;Ansible;code smells;program dependence graphs;empirical study;software quality","Codes;Semantics;Detectors;Syntactics;Maintenance engineering;Market research;Software reliability","","13","","43","","21 Jun 2022","","","IEEE","IEEE Conferences"
"An Alternative Issue Tracking Dataset of Public Jira Repositories","L. Montgomery; C. Lüders; W. Maalej","University of Hamburg, Hamburg, Germany; University of Hamburg, Hamburg, Germany; University of Hamburg, Hamburg, Germany",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","73","77","Organisations use issue tracking systems (ITSs) to track and document their projects' work in units called issues. This style of documentation encourages evolutionary refinement, as each issue can be independently improved, commented on, linked to other issues, and progressed through the organisational workflow. Commonly studied ITSs so far include GitHub, GitLab, and Bugzilla, while Jira, one of the most popular ITS in practice with a wealth of additional information, has yet to receive similar attention. Unfortunately, diverse public Jira datasets are rare, likely due to the difficulty in finding and accessing these repositories. With this paper, we release a dataset of 16 public Jiras with 1822 projects, spanning 2.7 million issues with a combined total of 32 million changes, 9 million comments, and 1 million issue links. We believe this Jira dataset will lead to many fruitful research projects investigating issue evolution, issue linking, cross-project analysis, as well as cross-tool analysis when combined with existing well-studied ITS datasets.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528486","Natural Sciences and Engineering Research Council of Canada (NSERC)(grant numbers:PGSD3-518105-2018); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796369","datasets;issue trackers;jira;thematic analysis","Documentation;Software;Data mining;Software development management","","6","","22","","21 Jun 2022","","","IEEE","IEEE Conferences"
"Real-World Clone-Detection in Go","Q. Wu; H. Song; P. Yang","ByteDance Ltd., Beijing, China; ByteDance Ltd., Beijing, China; ByteDance Ltd., Beijing, China",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","78","79","In the early stage of development, developers copied internal code snippets to enhance developing efficiency. With the rapid growth of Bytedance, similar or equivalent code snip-pets across different repositories or different product lines' codebases would potentially increase the cost of maintenance and distribute vulnerable code snippets. With the application of Clone-Detection, there are multiple well-established tools or techniques used for detecting similar code snippets in Java, JavaScript, Objective C and etc [1], [3]. We could hardly find similar tools available for Go, a widely-used programming language in the field of server development, especially at Bytedance. For the lack of public and labeled datasets, we utilized a great number of code snippets in Bytedance's codebase and trained an unsupervised model to propose Go-CopyCatch (GoCC), a tool and technique for Clone-Detection in Go.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528510","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796255","","Java;Computer languages;Codes;Costs;Maintenance engineering;Software;Servers","","1","","3","","21 Jun 2022","","","IEEE","IEEE Conferences"
"Geographic Diversity in Public Code Contributions: An Exploratory Large-Scale Study Over 50 Years","D. Rossi; S. Zacchiroli","University of Bologna, Bologna, Italy; LTCI, Télécom Paris, Institut Polytechnique de Paris, Paris, France",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","80","85","We conduct an exploratory, large-scale, longitudinal study of 50 years of commits to publicly available version control system repositories, in order to characterize the geographic diversity of contributors to public code and its evolution over time. We analyze in total 2.2 billion commits collected by Software Heritage from 160 million projects and authored by 43 million authors during the 1971–2021 time period. We geolocate developers to 12 world regions derived from the United Nation geoscheme, using as signals email top-level domains, author names compared with names distributions around the world, and UTC offsets mined from commit metadata. We find evidence of the early dominance of North America in open source software, later joined by Europe. After that period, the geographic diversity in public code has been constantly increasing. We also identify relevant historical shifts related to the UNIX wars, the increase of coding literacy in Central and South Asia, and broader phenomena like colonialism and people movement across countries (immigration/emigration).","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528471","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796333","geography;diversity;open source;commit;version control systems;social coding;software heritage","Codes;Geology;Asia;Europe;Control systems;Encoding;Data mining","","1","","33","","21 Jun 2022","","","IEEE","IEEE Conferences"
"Operationalizing Threats to MSR Studies by Simulation-Based Testing","J. Härtel; R. Lämmel","University of Koblenz, Germany; University of Koblenz, Germany",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","86","97","Quantitative studies on the border between Mining Software Repository (MSR) and Empirical Software Engineering (ESE) apply data analysis methods, like regression modeling, statistic tests or correlation analysis, to commits or pulls to better understand the software development process. Such studies assure the validity of the reported results by following a sound methodology. However, with increasing complexity, parts of the methodology can still go wrong. This may result in MSR/ESE studies with undetected threats to validity. In this paper, we propose to systematically protect against threats by operationalizing their treatment using simulations. A simulation substitutes observed and unobserved data, related to an MSR/ESE scenario, with synthetic data, carefully defined according to plausible assumptions on the scenario. Within a simulation, unobserved data becomes transparent, which is the key difference to a real study, necessary to detect threats to an analysis methodology. Running an analysis methodology on synthetic data may detect basic technical bugs and misinterpretations, but it also improves the trust in the methodology. The contribution of a simulation is to operationalize testing the impact of important assumptions. Assumptions still need to be rated for plausibility. We evaluate simulation-based testing by operationalizing undetected threats in the context of four published MSR/ESE studies. We recommend that future research uses such more systematic treatment of threats, as a contribution against the reproducibility crisis.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3527960","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796185","Simulation;empirical studies;threats;synthetic data;testing","Analytical models;Systematics;Data analysis;Correlation;Data models;Software;Reproducibility of results","","1","","54","","21 Jun 2022","","","IEEE","IEEE Conferences"
"The General Index of Software Engineering Papers","Z. A. Khalil; S. Zacchiroli","Inria, Paris, France; LTCI, Télécom Paris, Institut Polytechnique de Paris, Paris, France",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","98","102","We introduce the General Index of Software Engineering Papers, a dataset of fulltext-indexed papers from the most prominent scientific venues in the field of Software Engineering. The dataset includes both complete bibliographic information and indexed n-grams (sequence of contiguous words after removal of stopwords and non-words, for a total of 577 276 382 unique n-grams in this release) with length 1 to 5 for 44 581 papers retrieved from 34 venues over the 1971–2020 period. The dataset serves use cases in the field of meta-research, allowing to introspect the output of software engineering research even when access to papers or scholarly search engines is not possible (e.g., due to contractual reasons). The dataset also contributes to making such analyses reproducible and independently verifiable, as opposed to what happens when they are conducted using 3rd-party and non-open scholarly indexing services. The dataset is available as a portable Postgres database dump and released as open data.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528494","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796170","dataset;academic publishing;software engineering;ngrams;meta-analysis;natural language processing;fulltext index","Codes;Databases;Semantics;Search engines;Software;Data mining;Open data","","","","24","","21 Jun 2022","","","IEEE","IEEE Conferences"
"Challenges and Future Research Direction for Microtask Programming in Industry","M. Kondo; S. Saito; Y. Iimura; E. Choi; O. Mizuno; Y. Kamei; N. Ubayashi","Kyushu University, Japan; NTT Computer and Data Science Laboratories, Japan; NTT Computer and Data Science Laboratories, Japan; Kyoto Institute of Technology, Japan; NTT Computer and Data Science Laboratories, Japan; Kyushu University, Japan; Kyushu University, Japan",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","103","104","Microtask programming [4] is a solution to promote distributed development in industry. The key idea of microtask programming is to reduce face-to-face communication across developers by splitting the development task of software into independent microtasks. Such microtasks can be completed by crowd workers who work remotely and at their preferable time such as early morning. Dedicated developers who have the responsibility for the progress of development split the task into microtasks, and distribute them to crowd workers. Hence, microtask programming has these two actors. Our research team reported that microtask programming has potential benefits such as the fluidity of project assignments in industrial companies [4]. However, we suppose it still has challenges. In addition, it is still unclear what are future research direction to support both actors in microtask programming, though our research team has conducted three studies for microtask programming so far [2]–[4].","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528511","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796270","Microtask programming;Interview;Software development","Industries;Companies;Programming;Software;Data mining;Task analysis","","1","","4","","21 Jun 2022","","","IEEE","IEEE Conferences"
"Starting the InnerSource Journey: Key Goals and Metrics to Measure Collaboration","D. Izquierdo-Cortázar; J. Alonso-Gutiérrez; A. Pérez García-Plaza; G. Robles; J. M. González-Barahona","Bitergia, Spain; Santander Group, Spain; Bitergia, Spain; Universidad Rey Juan Carlos, Spain; Universidad Rey Juan Carlos, Spain",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","105","106","InnerSource is the application of best open source practices within the walls of the organization. Large corporations are required to be more and more efficient in the development of software and even more in the banking industry. There are three main areas of expenditure: infrastructure and facilities, people, and technology. The latter is of importance nowadays as key for the business and core to this paper. Reusability and collaboration are some of the ways a large corporation can be more efficient in technology. By being able to discover existing software and collaborating across business units, departments, or even geographical regions, corporations can share effort across them, and avoid starting once and again a similar piece of software.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528044","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796353","innersource;gqm;development metrics;software repositories","Industries;Collaboration;Organizations;Banking;Software;Software measurement;Data mining","","","","0","","21 Jun 2022","","","IEEE","IEEE Conferences"
"An Exploratory Study on Refactoring Documentation in Issues Handling","E. A. AlOmar; A. Peruma; M. W. Mkaouer; C. D. Newman; A. Ouni","Stevens Institute of Technology, Hoboken, New Jersey, USA; Rochester Institute of Technology, Rochester, New York, USA; Rochester Institute of Technology, Rochester, New York, USA; Rochester Institute of Technology, Rochester, New York, USA; ETS Montreal, University of Quebec, Montreal, Quebec, Canada",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","107","111","Understanding the practice of refactoring documentation is of para-mount importance in academia and industry. Issue tracking systems are used by most software projects enabling developers, quality assurance, managers, and users to submit feature requests and other tasks such as bug fixing and code review. Although recent studies explored how to document refactoring in commit messages, little is known about how developers describe their refactoring needs in issues. In this study, we aim at exploring developer-reported refactoring changes in issues to better understand what developers consider to be problematic in their code and how they handle it. Our approach relies on text mining 45,477 refactoring-related issues and identifying refactoring patterns from a diverse corpus of 77 Java projects by investigating issues associated with 15,833 refactoring operations and developers' explicit refactoring intention. Our results show that (1) developers mostly use move refactoring related terms/phrases to target refactoring-related issues; and (2) developers tend to explicitly mention the improvement of specific quality attributes and focus on duplicate code removal. We envision our findings enabling tool builders to support developers with automated documentation of refactoring changes in issues.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528525","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796239","Refactoring documentation;issues;software quality;mining soft-ware repositories","Text mining;Industries;Java;Codes;Quality assurance;Computer bugs;Documentation","","2","","32","","21 Jun 2022","","","IEEE","IEEE Conferences"
