"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Identifying Critical Projects via PageRank and Truck Factor","R. -H. Pfeiffer","IT University of Copenhagen, Copenhagen, Denmark",2021 IEEE/ACM 18th International Conference on Mining Software Repositories (MSR),"28 Jun 2021","2021","","","41","45","Recently, Google's Open Source team presented the criticality score a metric to assess ""influence and importance"" of a project in an ecosystem from project specific signals, e.g., number of dependents, commit frequency, etc. The community showed mixed reactions towards the score doubting if it can accurately identify critical projects. We share the community's doubts and we hypothesize, that a combination of PageRank (PR) and Truck Factor (TF) can more accurately identify critical projects than Google's current Criticality Score (CS). To verify our hypothesis, we conduct an experiment in which we compute the PR of thousands of projects from various ecosystems, such as, Maven (Java), NPM (JavaScript), PyPI (Python), etc., we compute the TFs of the projects with the highest PR in the respective ecosystems, and we compare these to the scores provided by the Google project. Unlike Google's CS, our approach identifies projects, such as, six and idna from PyPI, com.typesafe:config from Maven, or tap from NPM, as critical projects with high degree of transitive dependents (highest PR) and low amount of core developers (each of them possessing a TF of one).","2574-3864","978-1-7281-8710-5","10.1109/MSR52588.2021.00017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463111","","Measurement;Java;Ecosystems;Software;Internet;Data mining;Software development management","","5","","24","IEEE","28 Jun 2021","","","IEEE","IEEE Conferences"
"An Empirical Study of Developer Discussions on Low-Code Software Development Challenges","M. A. Al Alamin; S. Malakar; G. Uddin; S. Afroz; T. B. Haider; A. Iqbal",University of Calgary; Bangladesh University of Engineering and Technology; University of Calgary; Bangladesh University of Engineering and Technology; Bangladesh University of Engineering and Technology; Bangladesh University of Engineering and Technology,2021 IEEE/ACM 18th International Conference on Mining Software Repositories (MSR),"28 Jun 2021","2021","","","46","57","Low-code software development (LCSD) is an emerging paradigm that combines minimal source code with interactive graphical interfaces to promote rapid application development. LCSD aims to democratize application development to software practitioners with diverse backgrounds. Given that LCSD is relatively a new paradigm, it is vital to learn about the challenges developers face during their adoption of LCSD platforms. The online developer forum, Stack Overflow (SO), is popular among software developers to ask for solutions to their technical problems. We observe a growing body of posts in SO with discussions of LCSD platforms. In this paper, we present an empirical study of around 5K SO posts (questions + accepted answers) that contain discussions of nine popular LCSD platforms. We apply topic modeling on the posts to determine the types of topics discussed. We find 13 topics related to LCSD in SO. The 13 topics are grouped into four categories: Customization, Platform Adoption, Database Management, and Third-Party Integration. More than 40% of the questions are about customization, i.e., developers frequently face challenges with customizing user interfaces or services offered by LCSD platforms. The topic ""Dynamic Event Handling"" under the ""Customization"" category is the most popular (in terms of average view counts per question of the topic) as well as the most difficult. It means that developers frequently search for customization solutions such as how to attach dynamic events to a form in low-code UI, yet most (75.9%) of their questions remain without an accepted answer. We manually label 900 questions from the posts to determine the prevalence of the topics’ challenges across LCSD phases. We find that most of the questions are related to the development phase, and low-code developers also face challenges with automated testing. Our study findings offer implications for low-code practitioners, platform providers, educators, and researchers.","2574-3864","978-1-7281-8710-5","10.1109/MSR52588.2021.00018","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463132","Low-Code;Issue;Challenge;Empirical Study","Visualization;Databases;Tutorials;Documentation;User interfaces;Software;Stakeholders","","46","","63","IEEE","28 Jun 2021","","","IEEE","IEEE Conferences"
"Learning Off-By-One Mistakes: An Empirical Study","H. Sellik; O. van Paridon; G. Gousios; M. Aniche","Delft University of Technology, Delft, The Netherlands; Adyen N.V., Amsterdam, The Netherlands; Delft University of Technology, Delft, The Netherlands; Delft University of Technology, Delft, The Netherlands",2021 IEEE/ACM 18th International Conference on Mining Software Repositories (MSR),"28 Jun 2021","2021","","","58","67","Mistakes in binary conditions are a source of error in many software systems. They happen when developers use, e.g., `<;' or `>' instead of `<;=' or `>='. These boundary mistakes are hard to find and impose manual, labor-intensive work for software developers. While previous research has been proposing solutions to identify errors in boundary conditions, the problem remains open. In this paper, we explore the effectiveness of deep learning models in learning and predicting mistakes in boundary conditions. We train different models on approximately 1.6M examples with faults in different boundary conditions. We achieve a precision of 85% and a recall of 84% on a balanced dataset, but lower numbers in an imbalanced dataset. We also perform tests on 41 real-world boundary condition bugs found from GitHub, where the model shows only a modest performance. Finally, we test the model on a large-scale Java code base from Adyen, our industrial partner. The model reported 36 buggy methods, but none of them were confirmed by developers.","2574-3864","978-1-7281-8710-5","10.1109/MSR52588.2021.00019","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463090","machine learning for software engineering;deep learning for software engineering;software testing;boundary testing","Deep learning;Java;Analytical models;Adaptation models;Computer bugs;Static analysis;Tools","","3","","36","IEEE","28 Jun 2021","","","IEEE","IEEE Conferences"
"The Secret Life of Hackathon Code Where does it come from and where does it go?","A. Imam; T. Dey; A. Nolte; A. Mockus; J. D. Herbsleb","University of Tartu, Estonia; Lero—the Irish Software Research Centre, University of Limerick, Limerick, Ireland; University of Tartu, Estonia Carnegie Mellon University, Pittsburgh, PA, USA; University of Tennessee, Knoxville, TN, USA; Carnegie Mellon University, Pittsburgh, PA, USA",2021 IEEE/ACM 18th International Conference on Mining Software Repositories (MSR),"28 Jun 2021","2021","","","68","79","Background: Hackathons have become popular events for teams to collaborate on projects and develop software prototypes. Most existing research focuses on activities during an event with limited attention to the evolution of the code brought to or created during a hackathon. Aim: We aim to understand the evolution of hackathon-related code, specifically, how much hackathon teams rely on pre-existing code or how much new code they develop during a hackathon. Moreover, we aim to understand if and where that code gets reused, and what factors affect reuse. Method: We collected information about 22,183 hackathon projects from Devpost- a hackathon database - and obtained related code (blobs), authors, and project characteristics from the World of Code. We investigated if code blobs in hackathon projects were created before, during, or after an event by identifying the original blob creation date and author, and also checked if the original author was a hackathon project member. We tracked code reuse by first identifying all commits containing blobs created during an event before determining all projects that contain those commits. Result: While only approximately 9.14% of the code blobs are created during hackathons, this amount is still significant considering time and member constraints of such events. Approximately a third of these code blobs get reused in other projects. The number of associated technologies and the number of participants in a project increase reuse probability. Conclusion: Our study demonstrates to what extent pre-existing code is used and new code is created during a hackathon and how much of it is reused elsewhere afterwards. Our findings help to better understand code reuse as a phenomenon and the role of hackathons in this context and can serve as a starting point for further studies in this area.","2574-3864","978-1-7281-8710-5","10.1109/MSR52588.2021.00020","Science Foundation Ireland; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463116","Hackathon;Code Reuse;Repository Mining;Commits;Blob Reuse","Databases;Prototypes;Software;Time factors;Data mining","","4","","56","IEEE","28 Jun 2021","","","IEEE","IEEE Conferences"
"gambit – An Open Source Name Disambiguation Tool for Version Control Systems","C. Gote; C. Zingg","Chair of Systems Design, ETH Zurich, Zurich, Switzerland; Chair of Systems Design, ETH Zurich, Zurich, Switzerland",2021 IEEE/ACM 18th International Conference on Mining Software Repositories (MSR),"28 Jun 2021","2021","","","80","84","Name disambiguation is a complex but highly relevant challenge whenever analysing real-world user data, such as data from version control systems. We propose gambit, a rule-based disambiguation tool that only relies on name and email information. We evaluate its performance against two commonly used algorithms with similar characteristics on manually disambiguated ground-truth data from the Gnome GTK project. Our results show that gambit significantly outperforms both algorithms, achieving an F1 score of 0.985.","2574-3864","978-1-7281-8710-5","10.1109/MSR52588.2021.00021","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463108","name disambiguation;identity merging;record labeling;rule based algorithm;learning free approach;repository mining;version control systems;Gnome GTK;software engineering;open source","Software algorithms;Tools;Control systems;Software;Data mining","","8","","22","IEEE","28 Jun 2021","","","IEEE","IEEE Conferences"
"Escaping the Time Pit: Pitfalls and Guidelines for Using Time-Based Git Data","S. W. Flint; J. Chauhan; R. Dyer","University of Nebraska–Lincoln, Lincoln, NE, USA; University of Nebraska–Lincoln, Lincoln, NE, USA; University of Nebraska–Lincoln, Lincoln, NE, USA",2021 IEEE/ACM 18th International Conference on Mining Software Repositories (MSR),"28 Jun 2021","2021","","","85","96","Many software engineering research papers rely on time-based data (e.g., commit timestamps, issue report creation/update/close dates, release dates). Like most real-world data however, time-based data is often dirty. To date, there are no studies that quantify how frequently such data is used by the software engineering research community, or investigate sources of and quantify how often such data is dirty. Depending on the research task and method used, including such dirty data could affect the research results. This paper presents the first survey of papers that utilize time-based data, published in the Mining Software Repositories (MSR) conference series. Out of the 690 technical track and data papers published in MSR 2004–2020, we saw at least 35% of papers utilized time-based data. We then used the Boa and Software Heritage infrastructures to help identify and quantify several sources of dirty commit timestamp data. Finally we provide guidelines/best practices for researchers utilizing time-based data from Git repositories.","2574-3864","978-1-7281-8710-5","10.1109/MSR52588.2021.00022","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463113","time-based;survey","Training;Out of order;Filtering;Machine learning;Tools;Software;Data mining","","9","","39","IEEE","28 Jun 2021","","","IEEE","IEEE Conferences"
"Attention-based model for predicting question relatedness on Stack Overflow","J. Pei; Y. Wu; Z. Qin; Y. Cong; J. Guan","South China University of Technology, Guangzhou, China; South China University of Technology, Guangzhou, China; South China University of Technology, Guangzhou, China; South China University of Technology, Guangzhou, China; Research Institute of SCUT in Yangjiang, Yangjiang, China",2021 IEEE/ACM 18th International Conference on Mining Software Repositories (MSR),"28 Jun 2021","2021","","","97","107","Stack Overflow is one of the most popular Programming Community-based Question Answering (PCQA) websites that has attracted more and more users in recent years. When users raise or inquire questions in Stack Overflow, providing related questions can help them solve problems. Although there are many approaches based on deep learning that can automatically predict the relatedness between questions, those approaches are limited since interaction information between two questions may be lost. In this paper, we adopt the deep learning technique, propose an Attention-based Sentence pair Interaction Model (ASIM) to predict the relatedness between questions on Stack Overflow automatically. We adopt the attention mechanism to capture the semantic interaction information between the questions. Besides, we have pre-trained and released word embeddings specific to the software engineering domain for this task, which may also help other related tasks. The experiment results demonstrate that ASIM has made significant improvement over the baseline approaches in Precision, Recall, and Micro-F1 evaluation metrics, achieving state-of-the-art performance in this task. Our model also performs well in the duplicate question detection task of AskUbuntu, which is a similar but different task, proving its generalization and robustness.","2574-3864","978-1-7281-8710-5","10.1109/MSR52588.2021.00023","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463123","Stack Overflow;Question Relatedness;Deep Learning;Attention Mechanism;Word Embeddings","Deep learning;Measurement;Semantics;Predictive models;Programming;Knowledge discovery;Software","","10","","35","IEEE","28 Jun 2021","","","IEEE","IEEE Conferences"
"An Empirical Study on the Usage of BERT Models for Code Completion","M. Ciniselli; N. Cooper; L. Pascarella; D. Poshyvanyk; M. Di Penta; G. Bavota","SEART @ Software Institute, Università della Svizzera italiana (USI), Switzerland; SEMERU @ Computer Science Department, William and Mary, USA; SEART @ Software Institute, Università della Svizzera italiana (USI), Switzerland; SEMERU @ Computer Science Department, William and Mary, USA; Department of Engineering, University of Sannio, Italy; SEART @ Software Institute, Università della Svizzera italiana (USI), Switzerland",2021 IEEE/ACM 18th International Conference on Mining Software Repositories (MSR),"28 Jun 2021","2021","","","108","119","Code completion is one of the main features of modern Integrated Development Environments (IDEs). Its objective is to speed up code writing by predicting the next code token(s) the developer is likely to write. Research in this area has substantially bolstered the predictive performance of these techniques. However, the support to developers is still limited to the prediction of the next few tokens to type. In this work, we take a step further in this direction by presenting a large-scale empirical study aimed at exploring the capabilities of state-of-the-art deep learning (DL) models in supporting code completion at different granularity levels, including single tokens, one or multiple entire statements, up to entire code blocks (e.g., the iterated block of a for loop). To this aim, we train and test several adapted variants of the recently proposed RoBERTa model, and evaluate its predictions from several perspectives, including: (i) metrics usually adopted when assessing DL generative models (i.e., BLEU score and Levenshtein distance); (ii) the percentage of perfect predictions (i.e., the predicted code snippets that match those written by developers); and (iii) the ""semantic"" equivalence of the generated code as compared to the one written by developers. The achieved results show that BERT models represent a viable solution for code completion, with perfect predictions ranging from ~7%, obtained when asking the model to guess entire blocks, up to ~58%, reached in the simpler scenario of few tokens masked from the same code statement.","2574-3864","978-1-7281-8710-5","10.1109/MSR52588.2021.00024","European Research Council; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463129","Code Completion;BERT","Deep learning;Adaptation models;Java;Bit error rate;Semantics;Predictive models;Software","","51","","59","IEEE","28 Jun 2021","","","IEEE","IEEE Conferences"
"On Improving Deep Learning Trace Analysis with System Call Arguments","Q. Fournier; D. Aloise; S. V. Azhari; F. Tetreault","Polytechnique Montréal, Quebec; Polytechnique Montréal, Quebec; Ciena, Ottawa; Ciena, Ottawa",2021 IEEE/ACM 18th International Conference on Mining Software Repositories (MSR),"28 Jun 2021","2021","","","120","130","Kernel traces are sequences of low-level events comprising a name and multiple arguments, including a timestamp, a process id, and a return value, depending on the event. Their analysis helps uncover intrusions, identify bugs, and find latency causes. However, their effectiveness is hindered by omitting the event arguments. To remedy this limitation, we introduce a general approach to learning a representation of the event names along with their arguments using both embedding and encoding. The proposed method is readily applicable to most neural networks and is task-agnostic. The benefit is quantified by conducting an ablation study on three groups of arguments: call-related, process-related, and time-related. Experiments were conducted on a novel web request dataset and validated on a second dataset collected on pre-production servers by Ciena, our partnering company. By leveraging additional information, we were able to increase the performance of two widely-used neural networks, an LSTM and a Transformer, by up to 11.3% on two unsupervised language modelling tasks. Such tasks may be used to detect anomalies, pre-train neural networks to improve their performance, and extract a contextual representation of the events.","2574-3864","978-1-7281-8710-5","10.1109/MSR52588.2021.00025","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463093","Tracing;Machine Learning;Deep Learning","Deep learning;Neural networks;Computer bugs;Companies;Software;Encoding;Servers","","6","","31","IEEE","28 Jun 2021","","","IEEE","IEEE Conferences"
"An Empirical Study of OSS-Fuzz Bugs","Z. Y. Ding; C. Le Goues","Motional (work done at Carnegie Mellon University), Pittsburgh, USA; School of Computer Science, Carnegie Mellon University, Pittsburgh, USA",2021 IEEE/ACM 18th International Conference on Mining Software Repositories (MSR),"28 Jun 2021","2021","","","131","142","Continuous fuzzing is an increasingly popular technique for automated quality and security assurance. Google maintains OSS-Fuzz: a continuous fuzzing service for open source software. We conduct the first empirical study of OSS-Fuzz, analyzing 23,907 bugs found in 316 projects. We examine the characteristics of fuzzer-found faults, the lifecycles of such faults, and the evolution of fuzzing campaigns over time. We find that OSS-Fuzz is often effective at quickly finding bugs, and developers are often quick to patch them. However, flaky bugs, timeouts, and out of memory errors are problematic, people rarely file CVEs for security vulnerabilities, and fuzzing campaigns often exhibit punctuated equilibria, where developers might be surprised by large spikes in bugs found. Our findings have implications on future fuzzing research and practice.","2574-3864","978-1-7281-8710-5","10.1109/MSR52588.2021.00026","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463112","fuzzing;continuous fuzzing;OSS-Fuzz","Computer bugs;Fuzzing;Internet;Security;Data mining;Open source software","","27","","95","IEEE","28 Jun 2021","","","IEEE","IEEE Conferences"
