Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Program Committee,,,2024 IEEE/ACM 21st International Conference on Mining Software Repositories (MSR),18 Jun 2024,2024,,,31,39,,2574-3864,979-8-4007-0587-8,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10555874,,,,,,,,18 Jun 2024,,,IEEE,IEEE Conferences
Thirty-Three Years of Mathematicians and Software Engineers: A Case Study of Domain Expertise and Participation in Proof Assistant Ecosystems,G. Lincroft; M. Cho; K. Hough; M. Bazzaz; J. Bell,"Northeastern University, Boston, Massachusetts, USA; Northeastern University, Boston, Massachusetts, USA; Northeastern University, Boston, Massachusetts, USA; Northeastern University, Boston, Massachusetts, USA; Northeastern University, Boston, Massachusetts, USA",2024 IEEE/ACM 21st International Conference on Mining Software Repositories (MSR),18 Jun 2024,2024,,,1,13,"As technical computing software, such as MATLAB and SciPy, has gained popularity, ecosystems of interdependent software solutions and communities have formed around these technologies. The development and maintenance of these technical computing ecosystems requires expertise in both software engineering and the underlying technical domain. The inherently interdisciplinary nature of these ecosystems presents unique challenges and opportunities that shape software development practices.Proof assistants, a type of technical computing software, aid users in the creation of formal proofs. In order to examine the influence of the underlying technical domain — mathematics — on the development of proof assistant ecosystems, we mined participant activity data from the code repositories and social channels of three popular proof assistants: Lean, Coq, Isabelle. Despite having a shared technical domain, we found little cross-pollination between contributors to the proof assistants. Additionally, we found that most long-term developers focused solely on technical work and did not participate in official social channels. We also found that proof assistant developers specialized into technical subfields. However, the proportion of specialists varied between ecosystems. We did not find evidence that these specialties contributed to fractures within the ecosystems. We discuss the implications of these results on the long-term health and sustainability of proof assistant ecosystems.",2574-3864,979-8-4007-0587-8,10.1145/3643991.3644908,National Science Foundation; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10555745,,Surveys;Shape;Ecosystems;Software;Mathematics;Data mining;Sustainable development,,,,90.0,,18 Jun 2024,,,IEEE,IEEE Conferences
Boosting API Misuse Detection via Integrating API Constraints from Multiple Sources,C. Li; J. Zhang; Y. Tang; Z. Li; T. Sun,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China; College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China; College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China; College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China; College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China",2024 IEEE/ACM 21st International Conference on Mining Software Repositories (MSR),18 Jun 2024,2024,,,14,26,"In modern software development, developers access reusable functionality provided by third-party libraries through Application Programming Interfaces (APIs). However, using APIs requires developers to conform specific constraints and guidelines, otherwise it may lead to API misuses. Existing approaches for API misuse detection often rely on analyzing API documentation or mining client code. However, these approaches are limited by the quality of API documentation and the naive assumption that deviations from common usage patterns in client code imply potential API misuses, making them less reliable. In this paper, we propose an approach that comprehensively integrates the API usage constraints from multiple sources, including client code, API documentation, and library code, to detect API misuses. First, we convert client code into API Usage Graphs (AUGs), extract the API usage patterns, and apply heuristic filtering rules to obtain API usage constraints. Meanwhile, we also analyze library code and API documentation to obtain various API usage constraints. Next, we combine the obtained API usage constraints from multiple sources together to generate a series of API preliminary constraint graphs. Based on these API preliminary constraint graphs, we design constraint alternative strategies to form API alternative constraint graphs. Finally, we parse the Abstract Syntax Tree (AST) of the test code and match it against API (alternative) constraint graphs to detect API misuses. The experimental evaluation demonstrates that our approach achieves the Precision of 72.22% and the Recall of 43.01% on the MUBench dataset, with an F1 score of 53.91%. These values significantly out-perform existing state-of-the-art API misuse detection approaches, highlighting the effectiveness of integrating API usage constraints from various sources. Additionally, the designed heuristic filtering rules and constraint alternative strategies significantly reduce false positives, enhancing the Precision of our approach in API misuse detection.CCS CONCEPTS• Software and its engineering → Software libraries and repositories; Software maintenance tools.",2574-3864,979-8-4007-0587-8,10.1145/3643991.3644904,Fundamental Research Funds for the Central Universities; National Natural Science Foundation of China; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10555695,API Misuse Detection;API Constraint Extraction;API Usage Graphs;API Constraint Graphs,Software maintenance;Codes;Software libraries;Filtering;Documentation;Syntactics;Data mining,,,,57.0,,18 Jun 2024,,,IEEE,IEEE Conferences
Availability and Usage of Platform-Specific APIs: A First Empirical Study,R. Job; A. Hora,"IFPB, Cajazeiras, Brazil; Department of Computer Science, UFMG, Belo Horizonte, Brazil",2024 IEEE/ACM 21st International Conference on Mining Software Repositories (MSR),18 Jun 2024,2024,,,27,31,"A platform-specific API is an API implemented for a particular platform (e.g., operating system), therefore, it may not work on other platforms than the target one. In this paper, we propose a first empirical study to assess the availability and usage of platform-specific APIs. We analyze the platform-specific APIs provided by the Python Standard Library and mine their usage in 100 popular systems. We find that 21% of the Python Standard Library APIs are platform-specific and that 15% of the modules contain at least one. The platforms with the most availability restrictions are WASI (43.69%), Emscripten (43.64%), Unix (6.76%), and Windows (2.12%). Moreover, we find that platform-specific APIs are largely used in Python. We detect over 19K API usages in all 100 projects, in both production (52.6%) and test code (47.4%). We conclude by discussing practical implications for practitioners and researchers.CCS CONCEPTS• Software and its engineering → Software testing and debugging.",2574-3864,979-8-4007-0587-8,10.1145/3643991.3644925,EMI; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10555586,software testing;mining software repositories;test smells;Python,Software testing;Codes;Operating systems;Production;Debugging;Software;Libraries,,,,25.0,,18 Jun 2024,,,IEEE,IEEE Conferences
AndroLibZoo: A Reliable Dataset of Libraries Based on Software Dependency Analysis,J. Samhi; T. F. Bissyandé; J. Klein,"CISPA – Helmholtz Center for Information Security; SnT, University of Luxembourg, Luxembourg; SnT, University of Luxembourg, Luxembourg",2024 IEEE/ACM 21st International Conference on Mining Software Repositories (MSR),18 Jun 2024,2024,,,32,36,"Android app developers extensively employ code reuse, integrating many third-party libraries into their apps. While such integration is practical for developers, it can be challenging for static analyzers to achieve scalability and precision when libraries account for a large part of the code. As a direct consequence, it is common practice in the literature to consider developer code only during static analysis –with the assumption that the sought issues are in developer code rather than the libraries. However, analysts need to distinguish between library and developer code. Currently, many static analyses rely on white lists of libraries. However, these white lists are unreliable, inaccurate, and largely non-comprehensive.In this paper, we propose a new approach to address the lack of comprehensive and automated solutions for the production of accurate and ""always up to date"" sets of libraries. First, we demonstrate the continued need for a white list of libraries. Second, we propose an automated approach to produce an accurate and up-to-date set of third-party libraries in the form of a dataset called AndroLibZoo. Our dataset, which we make available to the community, contains to date 34 813 libraries and is meant to evolve.",2574-3864,979-8-4007-0587-8,10.1145/3643991.3644866,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10555749,Android Static Analysis;Android Libraries,Codes;Accesslists;Accuracy;Scalability;Static analysis;Production;Libraries,,,,30.0,,18 Jun 2024,,,IEEE,IEEE Conferences
Goblin: A Framework for Enriching and Querying the Maven Central Dependency Graph,D. Jaime; J. E. Haddad; P. Poizat,"CNRS, LIP6, Sorbonne Université, Paris, France; CNRS, LAMSADE, Université Paris Dauphine-PSL, Paris, France; CNRS, LIP6, Sorbonne Université, Paris, France",2024 IEEE/ACM 21st International Conference on Mining Software Repositories (MSR),18 Jun 2024,2024,,,37,41,"Dependency graphs support software maintenance and software ecosystem analysis. Several metrics can be used on top of these graph models but the set of such metrics is to evolve over time. Further, some metrics have a dynamic nature, requiring being able to ""rewind"" dependency graphs at some point in time. To address these issues we propose the Goblin framework. It is composed of a dependency graph metamodel with time-related information, a miner to retrieve the graph from Maven Central, and a tool for on-demand metric weaving into dependency graphs. As a whole, Goblin is a customizable framework for ecosystem and dependency analysis. This is illustrated with a set of complementary experiments. Our tools, datasets, and experiments are freely available online.",2574-3864,979-8-4007-0587-8,10.1145/3643991.3644879,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10555727,software ecosystem;dependency graph;framework;dataset;mining software repositories;maven central,Measurement;Software maintenance;Costs;Biological system modeling;Ecosystems;Rhythm;Libraries,,6.0,,11.0,,18 Jun 2024,,,IEEE,IEEE Conferences
Dataset: Copy-based Reuse in Open Source Software,M. Jahanshahi; A. Mockus,"University of Tennessee, Knoxville, USA; University of Tennessee Vilnius University, Knoxville, USA",2024 IEEE/ACM 21st International Conference on Mining Software Repositories (MSR),18 Jun 2024,2024,,,42,47,"In Open Source Software, the source code and any other resources available in a project can be viewed or reused by anyone subject to often permissive licensing restrictions. In contrast to some studies of dependency-based reuse supported via package managers, no studies of OSS-wide copy-based reuse exist. This dataset seeks to encourage the studies of OSS-wide copy-based reuse by providing copying activity data that captures whole-file reuse in nearly all OSS. To accomplish that, we develop approaches to detect copybased reuse by developing an efficient algorithm that exploits World of Code infrastructure: a curated and cross referenced collection of nearly all open source repositories. We expect this data will enable future research and tool development that support such reuse and minimize associated risks.CCS CONCEPTS•Software and its engineering → Software creation and management; • General and reference → Empirical studies.",2574-3864,979-8-4007-0587-8,10.1145/3643991.3644868,National Science Foundation; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10555700,Reuse;Open Source Software;Software Development;Copy-based Reuse;Software Supply Chain;World of Code,Codes;Source coding;Software algorithms;Data mining;Open source software,,1.0,,45.0,,18 Jun 2024,,,IEEE,IEEE Conferences
Mining Our Way Back to Incremental Builds for DevOps Pipelines,S. McIntosh,"Software REBELs, University of Waterloo, Canada",2024 IEEE/ACM 21st International Conference on Mining Software Repositories (MSR),18 Jun 2024,2024,,,48,49,"The incremental build is a key feature of build automation tools. It still plays a key role in the build systems that underpin DevOps pipelines. Yet it is quite common for these ""upper layer"" automation technologies to start from a clean copy of the codebase, rendering the incremental builds inert. In this tutorial, we discuss why it is desirable to restore the incremental build features of the past. We also describe past and ongoing work that strives to make DevOps pipelines operate incrementally again. Finally, we discuss perceived barriers to adoption that our past solutions have faced.",2574-3864,979-8-4007-0587-8,10.1145/3643991.3649106,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10555815,Mining Software Repositories;DevOps Pipelines;Incremental Builds,DevOps;Automation;Pipelines;Tutorials;Rendering (computer graphics);Software;Data mining,,,,18.0,,18 Jun 2024,,,IEEE,IEEE Conferences
Enhancing Performance Bug Prediction Using Performance Code Metrics,G. Zhao; S. Georgiou; Y. Zou; S. Hassan; D. Truong; T. Corbin,"IBM, Markham, Canada; simpleTechs, Budapest, Hungary; Department of Electrical and Computer Engineering, Queen’s University, Kingston, Canada; Faculty of Information, University of Toronto, Toronto, Canada; IBM, Markham, Canada; IBM, Southampton, United Kingdom",2024 IEEE/ACM 21st International Conference on Mining Software Repositories (MSR),18 Jun 2024,2024,,,50,62,"Performance bugs are non-functional defects that can significantly reduce the performance of an application (e.g., software hanging or freezing) and lead to poor user experience. Prior studies found that each type of performance bugs follows a unique code-based performance anti-pattern and proposed different approaches to detect such anti-patterns by analyzing the source code of a program. However, each approach can only recognize one performance anti-pattern. Different approaches need to be applied separately to identify different performance anti-patterns. To predict a large variety of performance bug types using a unified approach, we propose an approach that predicts performance bugs by leveraging various historical data (e.g., source code and code change history). We collect performance bugs from 80 popular Java projects. Next, we propose performance code metrics to capture the code characteristics of performance bugs. We build performance bug predictors using machine learning models, such as Random Forest, eXtreme Gradient Boosting, and Linear Regressions. We observe that: (1) Random Forest and eXtreme Gradient Boosting are the best algorithms for predicting performance bugs at a file level with a median of 0.84 AUC, 0.21 PR-AUC, and 0.38 MCC; (2) The proposed performance code metrics have the most significant impact on the performance of our models compared to code and process metrics. In particular, the median AUC, PR-AUC, and MCC of the studied machine learning models drop by 7.7%, 25.4%, and 20.2% without using the proposed performance code metrics; and (3) Our approach can predict additional performance bugs that are not covered by the anti-patterns proposed in the prior studies.CCS CONCEPTS•Software and its engineering Software testing and debugging; Software testing and debugging",2574-3864,979-8-4007-0587-8,10.1145/3643991.3644920,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10555738,Performance bugs;Performance anti-patterns;Performance code metrics;Performance bug prediction,Measurement;Software testing;Java;Codes;Machine learning algorithms;Source coding;Computer bugs,,1.0,,99.0,,18 Jun 2024,,,IEEE,IEEE Conferences
An Investigation of Patch Porting Practices of the Linux Kernel Ecosystem,X. Li; Z. Zhang; Z. Qian; T. Jaeger; C. Song,UC Riverside; UC Riverside; UC Riverside; UC Riverside; UC Riverside,2024 IEEE/ACM 21st International Conference on Mining Software Repositories (MSR),18 Jun 2024,2024,,,63,74,"Open-source software is increasingly reused, complicating the process of patching to repair bugs. In the case of Linux, a distinct ecosystem has formed, with Linux mainline serving as the upstream, stable or long-term-support (LTS) systems forked from mainline, and Linux distributions, such as Ubuntu and Android, as downstreams forked from stable or LTS systems for end-user use. Ideally, when a patch is committed in the Linux upstream, it should not introduce new bugs and be ported to all the applicable downstream branches in a timely fashion. However, several concerns have been expressed in prior work about the responsiveness of patch porting in this Linux ecosystem. In this paper, we mine the software repositories to investigate a range of Linux distributions in combination with Linux stable and LTS, and find diverse patch porting strategies and competence levels that help explain the phenomenon. Furthermore, we show concretely using three metrics, i.e., patch delay, patch rate, and bug inheritance ratio, that different porting strategies have different tradeoffs. We find that hinting tags(e.g., Cc stable tags and fixes tags) are significantly important to the prompt patch porting, but it is noteworthy that a substantial portion of patches remain devoid of these indicative tags. Finally, we offer recommendations based on our analysis of the general patch flow, e.g., interactions among various stakeholders in the ecosystem and automatic generation of hinting tags, as well as tailored suggestions for specific porting strategies.",2574-3864,979-8-4007-0587-8,10.1145/3643991.3644902,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10555642,,Measurement;Linux;Ecosystems;Computer bugs;Maintenance engineering;Delays;Stakeholders,,,,63.0,,18 Jun 2024,,,IEEE,IEEE Conferences
CrashJS: A NodeJS Benchmark for Automated Crash Reproduction,P. Oliver; J. Dietrich; C. Anslow; M. Homer,"Victoria University of Wellington, Wellington, New Zealand; Victoria University of Wellington, Wellington, New Zealand; Victoria University of Wellington, Wellington, New Zealand; Victoria University of Wellington, Wellington, New Zealand",2024 IEEE/ACM 21st International Conference on Mining Software Repositories (MSR),18 Jun 2024,2024,,,75,87,"Software bugs often lead to software crashes, which cost US companies upwards of $2.08 trillion annually. Automated Crash Reproduction (ACR) aims to generate unit tests that successfully reproduce a crash. The goal of ACR is to aid developers with debugging, providing them with another tool to locate where a bug is in a program. The main approach ACR currently takes is to replicate a stack trace from an error thrown within a program. Currently, ACR has been developed for C, Java, and Python, but there are no tools targeting JavaScript programs. To aid the development of JavaScript ACR tools, we propose CrashJS: a benchmark dataset of 453 Node.js crashes from several sources. CrashJS includes a mix of real-world and synthesised tests, multiple projects, and different levels of complexity for both crashes and target programs.",2574-3864,979-8-4007-0587-8,10.1145/3643991.3644912,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10555775,Automated Crash Reproduction;Benchmark;Data Collection;Dataset;Software Testing;Test Generation,Java;Target tracking;Computer bugs;Benchmark testing;Computer crashes;Software;Complexity theory,,,,43.0,,18 Jun 2024,,,IEEE,IEEE Conferences
An Empirical Study on Just-in-time Conformal Defect Prediction,X. Shahini; A. Metzger; K. Pohl,"Paluno, University of Duisburg-Essen, Essen, Germany; Paluno, University of Duisburg-Essen, Essen, Germany; Paluno, University of Duisburg-Essen, Essen, Germany",2024 IEEE/ACM 21st International Conference on Mining Software Repositories (MSR),18 Jun 2024,2024,,,88,99,"Code changes can introduce defects that affect software quality and reliability. Just-in-time (JIT) defect prediction techniques provide feedback at check-in time on whether a code change is likely to contain defects. This immediate feedback allows practitioners to make timely decisions regarding potential defects. However, a prediction model may deliver false predictions, that may negatively affect practitioners’ decisions. False positive predictions lead to unnecessarily spending resources on investigating clean code changes, while false negative predictions may result in overlooking defective changes. Knowing how uncertain a defect prediction is, would help practitioners to avoid wrong decisions. Previous research in defect prediction explored different approaches to quantify prediction uncertainty for supporting decision-making activities. However, these approaches only offer a heuristic quantification of uncertainty and do not provide guarantees.In this study, we use conformal prediction (CP) as a rigorous uncertainty quantification approach on top of JIT defect predictors. We assess how often CP can provide guarantees for JIT defect predictions. We also assess how many false JIT defect predictions CP can filter out. We experiment with two state-of-the-art JIT defect prediction techniques (DeepJIT and CC2Vec) and two widely used datasets (Qt and OpenStack).Our experiments show that CP can ensure correctness with a 95% probability, for only 27% (for DeepJIT) and 9% (for CC2Vec) of the JIT defect predictions. Additionally, our experiments indicate that CP might be a valuable technique for filtering out the false predictions of JIT defect predictors. CP can filter out up to 100% of false negative predictions and 90% of false positives generated by CC2Vec, and up to 86% of false negative predictions and 83% of false positives generated by DeepJIT.CCS CONCEPTS• Software and its engineering → Software testing and debugging; Formal methods; Software maintenance tools.",2574-3864,979-8-4007-0587-8,10.1145/3643991.3644928,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10555854,Defect prediction;quality assurance;conformal prediction;machine learning;deep learning;correctness guarantees;uncertainty,Software testing;Software maintenance;Uncertainty;Codes;Filtering;Instruments;Measurement uncertainty,,,,69.0,,18 Jun 2024,,,IEEE,IEEE Conferences
Fine-Grained Just-In-Time Defect Prediction at the Block Level in Infrastructure-as-Code (IaC),M. Begoug; M. Chouchen; A. Ouni; E. A. AlOmar; M. W. Mkaouer,"ETS Montreal, University of Quebec; ETS Montreal, University of Quebec; ETS Montreal, University of Quebec; Stevens Institute of Technology; University of Michigan-Flint",2024 IEEE/ACM 21st International Conference on Mining Software Repositories (MSR),18 Jun 2024,2024,,,100,112,"Infrastructure-as-Code (IaC) is an emerging software engineering practice that leverages source code to facilitate automated configuration of software systems’ infrastructure. IaC files are typically complex, containing hundreds of lines of code and dependencies, making them prone to defects, which can result in breaking online services at scale. To help developers early identify and fix IaC defects, research efforts have introduced IaC defect prediction models at the file level. However, the granularity of the proposed approaches remains coarse-grained, requiring developers to inspect hundreds of lines of code in a file, while only a small fragment of code is defective. To alleviate this issue, we introduce a machinelearning-based approach to predict IaC defects at a fine-grained level, focusing on IaC blocks, i.e., small code units that encapsulate specific behaviours within an IaC file. We trained various machine learning algorithms based on a mixture of code, process, and change-level metrics. We evaluated our approach on 19 open-source projects that use Terraform, a widely used IaC tool. The results indicated that there is no single algorithm that consistently outperforms the others in 19 projects. Overall, among the six algorithms, we observed that the LightGBM model achieved a higher average of 0.21 in terms of MCC and 0.71 in terms of AUC. Models analysis reveals that the developer’s experience and the relative number of added lines tend to be the most important features. Additionally, we found that blocks belonging to the most frequent types are more prone to defects. Our defect prediction models have also shown sensitivity to concept drift, indicating that IaC practitioners should regularly retrain their models.",2574-3864,979-8-4007-0587-8,10.1145/3643991.3644934,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10555830,Defect Prediction;Infrastructure-as-Code;IaC;Terraform,Codes;Machine learning algorithms;Sensitivity;Source coding;Software algorithms;Predictive models;Prediction algorithms,,2.0,,106.0,,18 Jun 2024,,,IEEE,IEEE Conferences
TrickyBugs: A Dataset of Corner-case Bugs in Plausible Programs,K. Liu; Y. Han; Y. Liu; J. M. Zhang; Z. Chen; F. Sarro; G. Huang; Y. Ma,"Peking University, Beijing, China; Peking University, Beijing, China; Peking University, Beijing, China; King’s College London, London, United Kingdom; University College London, London, United Kingdom; University College London, London, United Kingdom; National Key Laboratory of Data Space Technology and System, Peking University, Beijing, China; Peking University, Beijing, China",2024 IEEE/ACM 21st International Conference on Mining Software Repositories (MSR),18 Jun 2024,2024,,,113,117,"We call a program that passes existing tests but still contains bugs as a buggy plausible program. Bugs in such a program can bypass the testing environment and enter the production environment, causing unpredictable consequences. Therefore, discovering and fixing such bugs is a fundamental and critical problem. However, no existing bug dataset is purposed to collect this kind of bug, posing significant obstacles to relevant research. To address this gap, we introduce TrickyBugs, a bug dataset with 3,043 buggy plausible programs sourced from human-written submissions of 324 real-world competition coding tasks. We identified the buggy plausible programs from approximately 400,000 submissions, and all the bugs in TrickyBugs were not previously detected. We hope that TrickyBugs can effectively facilitate research in the fields of automated program repair, fault localization, test generation, and test adequacy.CCS CONCEPTS•Software and its engineering → Software testing and debugging.",2574-3864,979-8-4007-0587-8,10.1145/3643991.3644870,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10555821,software testing;test generation;test adequacy;program repair;benchmark,Location awareness;Software testing;Computer bugs;Production;Maintenance engineering;Software;Encoding,,,,20.0,,18 Jun 2024,,,IEEE,IEEE Conferences
GitBug-Java: A Reproducible Benchmark of Recent Java Bugs,A. Silva; N. Saavedra; M. Monperrus,"KTH Royal Institute of Technology, Stockholm, Sweden; INESC-ID/IST, University of Lisbon, Lisbon, Portugal; KTH Royal Institute of Technology, Stockholm, Sweden",2024 IEEE/ACM 21st International Conference on Mining Software Repositories (MSR),18 Jun 2024,2024,,,118,122,"Bug-fix benchmarks are essential for evaluating methodologies in automatic program repair (APR) and fault localization (FL). However, existing benchmarks, exemplified by Defects4J, need to evolve to incorporate recent bug-fixes aligned with contemporary development practices. Moreover, reproducibility, a key scientific principle, has been lacking in bug-fix benchmarks. To address these gaps, we present GitBug-Java, a reproducible benchmark of recent Java bugs. GitBug-Java features 199 bugs extracted from the 2023 commit history of 55 notable open-source repositories. The methodology for building GitBug-Java ensures the preservation of bug-fixes in fully-reproducible environments. We publish GitBug-Java at https://github.com/gitbugactions/gitbug-java.",2574-3864,979-8-4007-0587-8,10.1145/3643991.3644884,Fundação para a Ciência e a Tecnologia; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10555595,Software Bugs;Bug Benchmark;Reproducibility;Bug Database;Java Benchmark;Software Testing;Program Analysis,Location awareness;Java;Computer bugs;Benchmark testing;Maintenance engineering;Feature extraction;Software,,4.0,,24.0,,18 Jun 2024,,,IEEE,IEEE Conferences
P3: A Dataset of Partial Program Patches,D. Beyer; L. Grunske; M. Kettl; M. Lingsch-Rosenfeld; M. Raselimo,"LMU Munich, Munich, Germany; Humboldt-Universität zu Berlin, Berlin, Germany; LMU Munich, Munich, Germany; LMU Munich, Munich, Germany; Humboldt-Universität zu Berlin, Berlin, Germany",2024 IEEE/ACM 21st International Conference on Mining Software Repositories (MSR),18 Jun 2024,2024,,,123,127,"Identifying and fixing bugs in programs remains a challenge and is one of the most time-consuming tasks in software development. But even after a bug is identified, and a fix has been proposed by a developer or tool, it is not uncommon that the fix is incomplete and does not cover all possible inputs that trigger the bug. This can happen quite often and leads to re-opened issues and inefficiencies. In this paper, we introduce P3, a curated dataset composed of incomplete fixes. Each entry in the set contains a series of commits fixing the same underlying issue, where multiple of the intermediate commits are incomplete fixes. These are sourced from real-world open-source C projects. The selection process involves both automated and manual stages. Initially, we employ heuristics to identify potential partial fixes from repositories, subsequently we validate them through meticulous manual inspection. This process ensures the accuracy and reliability of our curated dataset. We envision that the dataset will support researchers while investigating partial fixes in more detail, allowing them to develop new techniques to detect and fix them. We make our dataset publicly available at https://gitlab.com/sosy-lab/research/data/partial-fix-dataset.CCS CONCEPTS•Software and its engineering → Software testing and debugging.",2574-3864,979-8-4007-0587-8,10.1145/3643991.3644889,Deutsche Forschungsgemeinschaft; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10555721,Partial Program Fixes;Supplementary Bug Fixes;Recurring Bugs,Software testing;Computer bugs;Manuals;Debugging;Inspection;Software;Software reliability,,1.0,,25.0,,18 Jun 2024,,,IEEE,IEEE Conferences
