"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Message from the MSR 2023 Tutorials Co-Chairs","",,2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","25","25","","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00011","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174014","","","","","","","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"Message from the MSR 2023 Vision and Reflection Co-Chairs","",,2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","26","26","","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00012","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174054","","","","","","","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"Organizing Committee","",,2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","27","28","","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174089","","","","","","","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"Program Committee","",,2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","29","36","","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174212","","","","","","","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"Understanding the Time to First Response in GitHub Pull Requests","K. A. Hasan; M. Macedo; Y. Tian; B. Adams; S. Ding","School of Computing, Queen’s University, Kingston, ON, Canada; School of Computing, Queen’s University, Kingston, ON, Canada; School of Computing, Queen’s University, Kingston, ON, Canada; School of Computing, Queen’s University, Kingston, ON, Canada; School of Computing, Queen’s University, Kingston, ON, Canada",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","1","11","The pull-based development is widely adopted in modern open-source software (OSS) projects, where developers propose changes to the codebase by submitting a pull request (PR). However, due to many reasons, PRs in OSS projects frequently experience delays across their lifespan, including prolonged waiting times for the first response. Such delays may significantly impact the efficiency and productivity of the development process, as well as the retention of new contributors as long-term contributors.In this paper, we conduct an exploratory study on the time-to-first-response for PRs by analyzing 111,094 closed PRs from ten popular OSS projects on GitHub. We find that bots frequently generate the first response in a PR, and significant differences exist in the timing of bot-generated versus human-generated first responses. We then perform an empirical study to examine the characteristics of bot- and human-generated first responses, including their relationship with the PR’s lifetime. Our results suggest that the presence of bots is an important factor contributing to the time-to-first-response in the pull-based development paradigm, and hence should be separately analyzed from human responses. We also report the characteristics of PRs that are more likely to experience long waiting for the first human-generated response. Our findings have practical implications for newcomers to understand the factors contributing to delays in their PRs.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00015","Natural Sciences and Engineering Research Council of Canada; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10173964","pull request;first response;latency analysis;fine-grained analysis;code review","Productivity;Focusing;Chatbots;Delays;Time factors;Data mining;Open source software","","3","","32","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"Dealing with Popularity Bias in Recommender Systems for Third-party Libraries: How far Are We?","P. T. Nguyen; R. Rubei; J. Di Rocco; C. Di Sipio; D. Di Ruscio; M. Di Penta","Università Degli Studi Dell’Aquila, Italy; Università Degli Studi Dell’Aquila, Italy; Università Degli Studi Dell’Aquila, Italy; Università Degli Studi Dell’Aquila, Italy; Università Degli Studi Dell’Aquila, Italy; Università Degli Studi Dell’Aquila, Italy",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","12","24","Recommender systems for software engineering (RSSEs) assist software engineers in dealing with a growing information overload when discerning alternative development solutions. While RSSEs are becoming more and more effective in suggesting handy recommendations, they tend to suffer from popularity bias, i.e., favoring items that are relevant mainly because several developers are using them. While this rewards artifacts that are likely more reliable and well-documented, it would also mean that missing artifacts are rarely used because they are very specific or more recent. This paper studies popularity bias in Third-Party Library (TPL) RSSEs. First, we investigate whether state-of-the-art research in RSSEs has already tackled the issue of popularity bias. Then, we quantitatively assess four existing TPL RSSEs, exploring their capability to deal with the recommendation of popular items. Finally, we propose a mechanism to defuse popularity bias in the recommendation list. The empirical study reveals that the issue of dealing with popularity in TPL RSSEs has not received adequate attention from the software engineering community. Among the surveyed work, only one starts investigating the issue, albeit getting a low prediction performance.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00016","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174041","Recommender systems;Third-party libraries;Popularity bias;Fairness","Software;Libraries;Reliability;Data mining;Recommender systems;Software engineering","","3","","57","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"Improving Agile Planning for Reliable Software Delivery","J. Pasuksmit; F. Jiang; K. Thornton; A. Friedman; N. Fuksmane; I. Kohout; J. Connor","Atlassian, Sydney, Australia; Atlassian, Sydney, Australia; Atlassian, Sydney, Australia; Atlassian, Sydney, Australia; Atlassian, Sydney, Australia; Atlassian, Sydney, Australia; Atlassian, Sydney, Australia",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","25","26","Agile software development prioritizes the delivery of working software. However, there are challenges in the sprint planning process that could impact the reliability of sprint delivery. In this paper, we list three challenges related to the sprint planning process. We also discuss future work directions to facilitate the sprint planning process and mitigate those challenges for software teams.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174096","agile;sprint;planning;delivery;uncertainty;bottleneck;Atlassian","Agile software development;Software;Planning;Software reliability;Data mining","","","","14","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"Characterizing and Understanding Software Security Vulnerabilities in Machine Learning Libraries","N. S. Harzevili; J. Shin; J. Wang; S. Wang; N. Nagappan","Lassonde School of Engineering, York University, Toronto, Canada; Lassonde School of Engineering, York University, Toronto, Canada; Institute of Software Chinese Academy of Sciences, Beijing, China; Lassonde School of Engineering, York University, Toronto, Canada; IIIT Delhi, New Delhi, India",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","27","38","The application of machine learning (ML) libraries has tremendously increased in many domains, including autonomous driving systems, medical, and critical industries. Vulnerabilities of such libraries could result in irreparable consequences. However, the characteristics of software security vulnerabilities have not been well studied. In this paper, to bridge this gap, we take the first step toward characterizing and understanding the security vulnerabilities of seven well-known ML libraries, including TensorFlow, PyTorch, Scikit-learn, Mlpack, Pandas, Numpy, and Scipy. To do so, we collected 683 security vulnerabilities to explore four major factors: 1) vulnerability types, 2) root causes, 3) symptoms, and 4) fixing patterns of security vulnerabilities in the studied ML libraries. The findings of this study can help developers and researchers understand the characteristics of security vulnerabilities across the studied ML libraries.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00018","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10173858","Security vulnerability;machine learning libraries;empirical study","Industries;Machine learning;Debugging;Reliability engineering;Libraries;Software;Software reliability","","17","","52","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"AutoML from Software Engineering Perspective: Landscapes and Challenges","C. Wang; Z. Chen; M. Zhou","School of Computer Science, Peking University, Beijing, China; University College London, London, United Kingdom; School of Computer Science, Peking University, Beijing, China",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","39","51","Machine learning (ML) has been widely adopted in modern software, but the manual configuration of ML (e.g., hyper-parameter configuration) poses a significant challenge to software developers. Therefore, automated ML (AutoML), which seeks the optimal configuration of ML automatically, has received increasing attention from the software engineering community. However, to date, there is no comprehensive understanding of how AutoML is used by developers and what challenges developers encounter in using AutoML for software development. To fill this knowledge gap, we conduct the first study on understanding the use and challenges of AutoML from software developers’ perspective. We collect and analyze 1,554 AutoML downstream repositories, 769 AutoML-related Stack Overflow questions, and 1,437 relevant GitHub issues. The results suggest the increasing popularity of AutoML in a wide range of topics, but also the lack of relevant expertise. We manually identify specific challenges faced by developers for AutoML-enabled software. Based on the results, we derive a series of implications for AutoML framework selection, framework development, and research.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00019","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10173951","AutoML;software engineering;application;challenge","Manuals;Machine learning;Market research;Software;Data mining;Software engineering;Software development management","","9","","110","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"DeepScenario: An Open Driving Scenario Dataset for Autonomous Driving System Testing","C. Lu; T. Yue; S. Ali","Simula Research Laboratory, Oslo, Norway; Simula Research Laboratory, Oslo, Norway; Simula Research Laboratory, Oslo, Norway",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","52","56","With the rapid development of autonomous driving systems (ADSs), testing ADSs under various environmental conditions has become a key method to ensure the successful deployment of ADS in the real world. However, it is impossible to test all the scenarios due to the inherent complexity and uncertainty of ADSs and the driving tasks. Further, testing of ADSs is expensive regarding time and computational resources. Therefore, a large-scale driving scenario dataset consisting of various driving conditions is needed. To this end, we present an open driving scenario dataset DeepScenario, containing over 30K executable driving scenarios, which are collected by 2880 test executions of three driving scenario generation strategies. Each scenario in the dataset is labeled with six attributes characterizing test results. We further show the attribute statistics and distribution of driving scenarios. For example, there are 1050 collision scenarios, in 917 scenarios there were collisions with other vehicles, 105 and 28 with pedestrians and static obstacles, respectively. Target users include ADS developers who need to validate their systems under various environmental conditions.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00020","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174023","autonomous driving system testing;driving scenario;open source;dataset","System testing;Uncertainty;Pedestrians;Software;Complexity theory;Data mining;Task analysis","","10","","19","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"PTMTorrent: A Dataset for Mining Open-source Pre-trained Model Packages","W. Jiang; N. Synovic; P. Jajal; T. R. Schorlemmer; A. Tewari; B. Pareek; G. K. Thiruvathukal; J. C. Davis","Purdue University; Loyola University, Chicago; Purdue University; Purdue University; Purdue University; Purdue University; Loyola University, Chicago; Purdue University",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","57","61","Due to the cost of developing and training deep learning models from scratch, machine learning engineers have begun to reuse pre-trained models (PTMs) and fine-tune them for downstream tasks. PTM registries known as “model hubs” support engineers in distributing and reusing deep learning models. PTM packages include pre-trained weights, documentation, model architectures, datasets, and metadata. Mining the information in PTM packages will enable the discovery of engineering phenomena and tools to support software engineers. However, accessing this information is difficult — there are many PTM registries, and both the registries and the individual packages may have rate limiting for accessing the data.We present an open-source dataset, PTMTorrent, to facilitate the evaluation and understanding of PTM packages. This paper describes the creation, structure, usage, and limitations of the dataset. The dataset includes a snapshot of 5 model hubs and a total of 15,913 PTM packages. These packages are represented in a uniform data schema for cross-hub mining. We describe prior uses of this data and suggest research opportunities for mining using our dataset.The PTMTorrent dataset (v1) is available at: https://app.globus.org/file-manager?origin_id=55e17a6e-9d8f-11ed-a2a2-8383522b48d9&origin_path=%2F%7E%2F.Our dataset generation tools are available on GitHub: https://doi.org/10.5281/zenodo.7570357","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00021","Google; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10173952","Open-Source Software;Data Mining;Machine learning;Empirical software engineering","Deep learning;Training;Limiting;Documentation;Metadata;Software;Data mining","","7","","47","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"NICHE: A Curated Dataset of Engineered Machine Learning Projects in Python","R. Widyasari; Z. Yang; F. Thung; S. Qin Sim; F. Wee; C. Lok; J. Phan; H. Qi; C. Tan; Q. Tay; D. Lo","School of Computing and Information System, Singapore Management University; School of Computing and Information System, Singapore Management University; School of Computing and Information System, Singapore Management University; School of Computing and Information System, Singapore Management University; School of Computing and Information System, Singapore Management University; School of Computing and Information System, Singapore Management University; School of Computing and Information System, Singapore Management University; School of Computing and Information System, Singapore Management University; School of Computing and Information System, Singapore Management University; School of Computing and Information System, Singapore Management University; School of Computing and Information System, Singapore Management University",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","62","66","Machine learning (ML) has gained much attention and has been incorporated into our daily lives. While there are numerous publicly available ML projects on open source platforms such as GitHub, there have been limited attempts in filtering those projects to curate ML projects of high quality. The limited availability of such a high-quality dataset poses an obstacle to understanding ML projects. To help clear this obstacle, we present NICHE, a manually labelled dataset consisting of 572 ML projects. Based on the evidence of good software engineering practices, we label 441 of these projects as engineered and 131 as non-engineered. This dataset can help researchers understand the practices that are adopted in high-quality ML projects. It can also be used as a benchmark for classifiers designed to identify engineered ML projects.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00022","Ministry of Education; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174042","Engineered Software Project;Machine Learning;Python;Open Source Projects","Filtering;Machine learning;Benchmark testing;Software;Data mining;Software engineering;Software development management","","5","","24","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"Evaluating Software Documentation Quality","H. Tang; S. Nadi",University of Alberta; University of Alberta,2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","67","78","The documentation of software libraries is an essential resource for learning how to use the library. Bad documentation may demotivate a developer from using the library or may result in incorrect usage of the library. Therefore, as developers select which libraries to use and learn, it would be beneficial to know the quality of the available documentation. In this paper, we follow a systematic process to create an automatic documentation quality evaluation tool. We identify several documentation quality aspects from the literature and design metrics that measure these aspects. We design a documentation quality overview visualization to visualize and present these metrics, and receive intermediate feedback through a focused interview study. Based on the received feedback, we implement a prototype for a web service that can evaluate a given documentation page for Java, JavaScript, and Python libraries. We use this web service to conduct a survey with 26 developers where we evaluate the usefulness of our metrics as well as whether they reflect developers’ experiences when using this library. Our results show that participants rated most of our metrics highly, with Text Readability, and Code Readability (of examples) receiving the highest ratings. We also found several libraries where our evaluation reflected developers’ experiences using the library, indicating the accuracy of our metrics.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00023","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10173973","","Measurement;Surveys;Visualization;Codes;Systematics;Web services;Prototypes","","5","","64","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"What Do Users Ask in Open-Source AI Repositories? An Empirical Study of GitHub Issues","Z. Yang; C. Wang; J. Shi; T. Hoang; P. Kochhar; Q. Lu; Z. Xing; D. Lo","Singapore Management University, Singapore; Singapore Management University, Singapore; Singapore Management University, Singapore; Data61, Eveleigh, CSIRO, Sydney, Australia; Microsoft Research, Vancouver, Canada; Data61, Eveleigh, CSIRO, Sydney, Australia; Singapore Management University, Singapore; Singapore Management University, Singapore",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","79","91","Artificial Intelligence (AI) systems, which benefit from the availability of large-scale datasets and increasing computational power, have become effective solutions to various critical tasks, such as natural language understanding, speech recognition, and image processing. The advancement of these AI systems is inseparable from open-source software (OSS). Specifically, many benchmarks, implementations, and frameworks for constructing AI systems are made open source and accessible to the public, allowing researchers and practitioners to reproduce the reported results and broaden the application of AI systems. The development of AI systems follows a data-driven paradigm and is sensitive to hyperparameter settings and data separation. Developers may encounter unique problems when employing open-source AI repositories.This paper presents an empirical study that investigates the issues in the repositories of open-source AI repositories to assist developers in understanding problems during the process of employing AI systems. We collect 576 repositories from the PapersWithCode platform. Among these repositories, we find 24,953 issues by utilizing GitHub REST APIs. Our empirical study includes three phases. First, we manually analyze these issues to categorize the problems that developers are likely to encounter in open-source AI repositories. Specifically, we provide a taxonomy of 13 categories related to AI systems. The two most common issues are runtime errors (23.18%) and unclear instructions (19.53%). Second, we see that 67.5% of issues are closed. We also find that half of these issues resolve within four days. Moreover, issue management features, e.g., label and assign, are not widely adopted in open-source AI repositories. In particular, only 7.81% and 5.9% of repositories label issues and assign these issues to assignees, respectively. Finally, we empirically show that employing GitHub issue management features and writing issues with detailed descriptions facilitate the resolution of issues. Based on our findings, we make recommendations for developers to help better manage the issues of open-source AI repositories and improve their quality.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00024","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174191","Open Source Software;Mining Software Repository;Best Development Practices;AI Repositories","Runtime;Image processing;Taxonomy;Speech recognition;Writing;Natural language processing;Artificial intelligence","","13","","70","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"Picaso: Enhancing API Recommendations with Relevant Stack Overflow Posts","I. Clairine Irsan; T. Zhang; F. Thung; K. Kim; D. Lo","School of Computing and Information Systems, Singapore Management University; School of Computing and Information Systems, Singapore Management University; School of Computing and Information Systems, Singapore Management University; School of Computing and Information Systems, Singapore Management University; School of Computing and Information Systems, Singapore Management University",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","92","103","While having options could be liberating, too many options could lead to the sub-optimal solution being chosen. This is not an exception in the software engineering domain. Nowadays, API has become imperative in making software developers’ life easier. APIs help developers implement a function faster and more efficiently. However, given the large number of open-source libraries to choose from, choosing the right APIs is not a simple task. Previous studies on API recommendation leverage natural language (query) to identify which API would be suitable for the given task. However, these studies only consider one source of input, i.e., GitHub or Stack Overflow, independently. There are no existing approaches that utilize Stack Overflow to help generate better API sequence recommendations from queries obtained from GitHub. Therefore, in this study, we aim to provide a framework that could improve the result of the API sequence recommendation by leveraging information from Stack Overflow. In this work, we propose Picaso, which leverages contrastive learning to train a sentence embedding model and a cross-encoder model to build a classification model in order to find a semantically similar Stack Overflow post given an annotation (i.e., code comment). Subsequently, Picaso then uses the Stack Overflow’s title as a query expansion. Picaso then uses the extended queries to fine-tune a CodeBERT, resulting in an API sequence generation model. Based on our experiments, we found that incorporating the Stack Overflow information into CodeBERT would improve the performance of API sequence generation’s BLEU-4 score by 10.8%.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00025","Ministry of Education; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174238","API recommendation;Multi-source analytics;Sequence Generation;Pre-trained Models;Stack Overflow;Query Expansion","Analytical models;Codes;Annotations;Natural languages;Software;Libraries;Data mining","","2","","37","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"GIRT-Data: Sampling GitHub Issue Report Templates","N. Nikeghbal; A. Hossein Kargaran; A. Heydarnoori; H. Schütze","Sharif University of Technology; CIS, LMU Munich; Bowling Green State University; CIS, LMU Munich",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","104","108","GitHub’s issue reports provide developers with valuable information that is essential to the evolution of a software development project. Contributors can use these reports to perform software engineering tasks like submitting bugs, requesting features, and collaborating on ideas. In the initial versions of issue reports, there was no standard way of using them. As a result, the quality of issue reports varied widely. To improve the quality of issue reports, GitHub introduced issue report templates (IRTs), which pre-fill issue descriptions when a new issue is opened. An IRT usually contains greeting contributors, describing project guidelines, and collecting relevant information. However, despite of effectiveness of this feature which was introduced in 2016, only nearly 5% of GitHub repositories (with more than 10 stars) utilize it. There are currently few articles on IRTs, and the available ones only consider a small number of repositories.In this work, we introduce GIRT-DATA, the first and largest dataset of IRTs in both YAML and Markdown format. This dataset and its corresponding open-source crawler tool are intended to support research in this area and to encourage more developers to use IRTs in their repositories. The stable version of the dataset contains 1,084,300 repositories and 50,032 of them support IRTs. The stable version of the dataset and crawler is available here: https://github.com/kargaranamir/girt-data","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00026","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174016","Issue Report Template;Issue Template;GitHub;Issue Tracker;Bug Report","Crawlers;Computer bugs;Stars;Software;Data mining;Task analysis;Standards","","5","","47","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"TypeScript’s Evolution: An Analysis of Feature Adoption Over Time","J. D. Scarsbrook; M. Utting; R. K. L. Ko","School of Information Technology and Electrical Engineering, The University of Queensland, Brisbane, Australia; School of Information Technology and Electrical Engineering, The University of Queensland, Brisbane, Australia; School of Information Technology and Electrical Engineering, The University of Queensland, Brisbane, Australia",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","109","114","TypeScript is a quickly evolving superset of JavaScript with active development of new features. Our paper seeks to understand how quickly these features are adopted by the developer community. Existing work in JavaScript shows the adoption of dynamic language features can be a major hindrance to static analysis. As TypeScript evolves the addition of features makes the underlying standard more and more difficult to keep up with. In our work we present an analysis of 454 open source TypeScript repositories and study the adoption of 13 language features over the past three years. We show that while new versions of the TypeScript compiler are aggressively adopted by the community, the same cannot be said for language features. While some experience strong growth others are rarely adopted by projects. Our work serves as a starting point for future study of the adoption of features in TypeScript. We also release our analysis and data gathering software as open source in the hope it helps the programming languages community.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00027","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174097","TypeScript;JavaScript;Data Mining","Computer languages;Codes;Ecosystems;Static analysis;Software;Data mining;Standards","","3","","19","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"DGMF: Fast Generation of Comparable, Updatable Dependency Graphs for Software Repositories","T. Litzenberger; J. Düsing; B. Hermann","TU Dortmund, Dortmund, Germany; TU Dortmund, Dortmund, Germany; TU Dortmund, Dortmund, Germany",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","115","119","Dependency graphs for software repositories have been utilized in a variety of different research contexts. However, to this date there is no unified data model for such graphs, often prompting researchers to implement domain-specific methodologies from scratch. This greatly hinders comparability and makes it hard to incorporate existing tooling into new contexts. With this work we propose DGMF, a framework for mining dependency graphs via repository-specific, user-defined adapters. DGMF is designed to be fast, to require little repository-specific code, and to produce graphs that are comparable even across different repositories. We present our design and implementation, as well as three predefined adapters and an evaluation.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00028","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10173998","dependency graphs;repository mining;maven;npm;python","Codes;Ecosystems;Software;Data models;Data mining;Indexes;Software development management","","3","","21","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"Enabling Analysis and Reasoning on Software Systems through Knowledge Graph Representation","S. A. Rukmono; M. R. V. Chaudron","Mathematics and Computer Science, Eindhoven University of Technology, Eindhoven, The Netherlands; Mathematics and Computer Science, Eindhoven University of Technology, Eindhoven, The Netherlands",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","120","124","This work presents a knowledge-representation-based approach for analysing software systems. Its main components are: a generic and extensible knowledge model, and a knowledge extractor tool that generates instance-level knowledge graphs from software repositories (currently Java). Our knowledge model can be used as a shared data-model in a software analysis pipeline. We illustrate the potential uses of our knowledge representation by performing experimental architecture recovery and identifying design pattern instance. We intend to use our ontology and extraction tool as a partial foundation for automated reasoning on software systems.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00029","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174249","knowledge graph;software knowledge;software ontology;object-oriented;software analysis","Java;Analytical models;Knowledge based systems;Pipelines;Knowledge graphs;Computer architecture;Ontologies","","3","","26","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
