"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Should Code Models Learn Pedagogically? A Preliminary Evaluation of Curriculum Learning for Real-World Software Engineering Tasks","K. S. Khant; H. Y. Lin; P. Thongtanunam",The University of Melbourne; The University of Melbourne; The University of Melbourne,2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","249","254","Learning-based techniques, especially advanced pretrained models for code have demonstrated capabilities in code understanding and generation, solving diverse software engineering (SE) tasks. Despite the promising results, current training approaches may not fully optimize model performance, as they typically involve learning from randomly shuffled training data. Recent work shows that Curriculum Learning (CL) can improve performance on code-related tasks through incremental learning based on the difficulty of synthetic code. Yet, the effectiveness of CL with conventional difficulty measures in SE tasks remains largely unexplored. In this study, we explore two conventional code metrics: code length and cyclomatic complexity to determine the difficulty levels. We investigate how the pre-trained code model (CodeT5) learns under CL, through the tasks of code clone detection and code summarization. Our empirical study on the CodeXGLUE benchmark showed contrasting results to prior studies, where the model exhibited signs of catastrophic forgetting and shortcut learning. Surprisingly, model performance saturates after only the first quartile of training, potentially indicating a limit in the model’s representation capacity and/or the task’s inherent difficulty. Future work should further explore various CL strategies with different code models across a wider range of SE tasks for a more holistic understanding.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00044","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025707","Code Understanding;Curriculum Learning","Training;Measurement;Codes;Incremental learning;Current measurement;Training data;Software;Data models;Data mining;Software engineering","","","","28","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"RepoChat: An LLM-Powered Chatbot for GitHub Repository Question-Answering","S. Abedu; L. Menneron; S. Khatoonabadi; E. Shihab","Department of Computer Science and Software Engineering, Concordia University, Montreal, Canada; CESI Graduate School of Engineering, Saint-Nazaire, France; Department of Computer Science and Software Engineering, Concordia University, Montreal, Canada; Department of Computer Science and Software Engineering, Concordia University, Montreal, Canada",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","255","259","Software repositories contain a wealth of data about the software development process, such as source code, documentation, issue tracking, and commit histories. However, accessing and extracting meaningful insights from these data is timeconsuming and requires technical expertise, posing challenges for software practitioners, especially non-technical stakeholders like project managers. Existing solutions, such as software engineering chatbots leveraging LLMs, have demonstrated significant limitations in retrieving relevant data to answer user questions. In this paper, we introduce RepoChat, a web-based tool designed to answer repository-related questions by synergizing LLMs with knowledge graphs. RepoChat operates in two steps: (1) the Data Ingestion step, where it collects and constructs a knowledge graph from repository metadata, such as commits, issues, files and users; and (2) the Interaction step, where it takes the users natural language question, translates it into graph queries using an LLM, executes these queries against the knowledge graph, and generates a user-friendly response to the question using the query results as context. We evaluate RepoChat by conducting a user study in which participants asked a series of repository-related questions representing common developer intents. RepoChat achieved an accuracy of $90 \%$, correctly answering 36 out of 40 questions, demonstrating its effectiveness in accurately retrieving relevant information to answer user’s questions. RepoChat is available at https://repochattool.streamlit.app/, and its source code is accessible on Zenodo [1].","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00045","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025648","Mining Software Repositories;Software Engineering Chatbots;Software Development Assistants","Translation;Source coding;Knowledge graphs;Metadata;Chatbots;Software;Data mining;Stakeholders;Software development management;Software engineering","","","","26","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Analyzing Dependency Clusters and Security Risks in the Maven Central Repository","G. Lake; M. F. Zibran","Department of Computer Science, Idaho State University, Pocatello, ID, USA; Department of Computer Science, Idaho State University, Pocatello, ID, USA",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","260","264","We present a cluster analysis of the Maven Central Repository’s dependency structure to identify and assess vulnerability risks using the Goblin framework. Through analysis of over 15 million artifacts using the Leiden community detection algorithm, we identified approximately 67 thousand distinct clusters with a high modularity score. Our risk assessment framework combines CVE metrics, freshness scores, and inter-cluster connectivity patterns to evaluate cluster risk levels and potential vulnerability propagation paths. The analysis reveals that while individual clusters typically show low to moderate risk scores, the repository’s highly connected structure creates critical paths for vulnerability propagation through hub clusters, some containing over 1.5 million nodes. We provide recommendations for dependency risk monitoring, including tracking of bridge nodes and prioritizing high-connectivity clusters. Our systematic approach provides a framework to identify systemic dependency risks across the repository through targeted inspections at critical points in the dependency network.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00046","Idaho State University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025718","Maven Central;Dependency Analysis;Community Detection;Software Ecosystem;Vulnerability Analysis;Risk Assessment;Leiden Algorithm;Bridge Nodes;Principal Component Analysis","Bridges;Target tracking;Systematics;Software algorithms;Software;Risk management;Security;Detection algorithms;Monitoring;Principal component analysis","","","","36","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Chasing the Clock: How Fast Are Vulnerabilities Fixed in the Maven Ecosystem?","M. F. Rabbi; A. I. Champa; R. Paul; M. F. Zibran","Department of Computer Science, Idaho State University, Pocatello, ID, United States; Department of Computer Science, Idaho State University, Pocatello, ID, United States; Department of Computer Science, Idaho State University, Pocatello, ID, United States; Department of Computer Science, Idaho State University, Pocatello, ID, United States",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","265","269","This study investigates the software vulnerability resolution time in the Maven ecosystem, focusing on the influence of CVE severity, library popularity as measured by the number of dependents, and version release frequency. The results suggest that critical vulnerabilities are addressed slightly faster compared to lower-severity ones. Library popularity shows a positive impact on resolution times, while frequent version updates are associated with faster vulnerability fixes. These statistically significant findings are based on a thorough evaluation of over 14 million versions from 658,078 libraries using the dependency graph database of Goblin framework. These results emphasize the need for proactive maintenance strategies to improve vulnerability management in open-source ecosystems.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00047","Idaho State University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025666","Goblin;dependency;vulnerability;vulnerability fixing;library popularity;library release frequency","Time-frequency analysis;Databases;Statistical analysis;Ecosystems;Focusing;Libraries;Software;Maintenance;Frequency measurement;Software measurement","","","","34","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Decoding Dependency Risks: A Quantitative Study of Vulnerabilities in the Maven Ecosystem","C. Nachuma; M. M. Hossan; A. K. Turzo; M. F. Zibran","Department of Computer Science, Idaho State University, Pocatello, ID, United States; Department of Computer Science, Idaho State University, Pocatello, ID, United States; Department of Computer Science, Idaho State University, Pocatello, ID, United States; Department of Computer Science, Idaho State University, Pocatello, ID, United States",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","270","274","This study investigates vulnerabilities within the Maven ecosystem by analyzing a comprehensive dataset of $14,459,139$ releases. Our analysis reveals the most critical weaknesses that pose significant threats to developers and their projects as they look to streamline their development tasks through code reuse. We show risky weaknesses, those unique to Maven, and emphasize those becoming increasingly dangerous over time. Furthermore, we reveal how vulnerabilities subtly propagate, impacting $31.39 \%$ of the 635,003 latest releases through direct dependencies and $62.89 \%$ through transitive dependencies. Our findings suggest that improper handling of input and mismanagement of resources pose the most risk. Additionally, Insufficient session-ID length in J2EE configuration and no throttling while allocating resources uniquely threaten the Maven ecosystem. We also find that weaknesses related to improper authentication and managing sensitive data without encryption have quickly gained prominence in recent years. These findings emphasize the need for proactive strategies to mitigate security risks in the Maven ecosystem.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00048","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025612","dependency vulnerability;maven central;software ecosystem;open source software","Java;Codes;Ecosystems;Focusing;Stability analysis;Encryption;Decoding;Security;Data mining;Open source software","","","","41","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Faster Releases, Fewer Risks: A Study on Maven Artifact Vulnerabilities and Lifecycle Management","M. S. Shafin; M. F. Rabbi; S. M. Mahedy Hasan; M. F. Zibran","Department of Computer Science, Rajshahi University of Engineering & Technology, Rajshahi, Bangladesh; Department of Computer Science, Idaho State University, Pocatello, ID, United States; Department of Computer Science, Rajshahi University of Engineering & Technology, Rajshahi, Bangladesh; Department of Computer Science, Idaho State University, Pocatello, ID, United States",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","275","279","In modern software ecosystems, dependency management plays a critical role in ensuring secure and maintainable applications. However, understanding the relationship between release practices and their impact on vulnerabilities and update cycles remains a challenge. In this study, we analyze the release histories of $\mathbf{1 0, 0 0 0}$ Maven artifacts, covering over $\mathbf{2 0 3, 0 0 0}$ releases and 1.7 million dependencies. We evaluate how release speed affects software security and lifecycle. Our results show an inverse relationship between release speed and dependency outdatedness. Artifacts with more frequent releases maintain significantly shorter outdated times. We also find that faster release cycles are linked to fewer CVEs in dependency chains, indicating a strong negative correlation. These findings emphasize the importance of accelerated release strategies in reducing security risks and ensuring timely updates. Our research provides valuable insights for software developers, maintainers, and ecosystem managers.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00049","Idaho State University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025608","Artifact;Release;Speed;Freshness;Outdated Time;CVE;Pearson’s correlation","Correlation coefficient;Correlation;Statistical analysis;Ecosystems;Continuous integration;Software;Security;History;Data mining","","","","39","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Insights into Dependency Maintenance Trends in the Maven Ecosystem","B. Chowdhury; M. F. Rabbi; S. M. Mahedy Hasan; M. F. Zibran","Department of Computer Science, Rajshahi University of Engineering & Technology, Rajshahi, Bangladesh; Department of Computer Science, Idaho State University, Pocatello, ID, United States; Department of Computer Science, Rajshahi University of Engineering & Technology, Rajshahi, Bangladesh; Department of Computer Science, Idaho State University, Pocatello, ID, United States",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","280","284","As modern software development increasingly relies on reusable libraries and components, managing dependencies has become critical for ensuring software stability and security. However, challenges such as outdated dependencies, missed releases, and the complexity of interdependent libraries can significantly impact project maintenance. In this paper, we present a quantitative analysis of the Neo 4 j dataset using the Goblin framework to uncover patterns of freshness in projects with different numbers of dependencies. Our analysis reveals that releases with fewer dependencies have a higher number of missed releases. Additionally, our study shows that the dependencies in the latest releases have positive freshness scores, indicating better software management efficacy. These results can encourage better management practices and contribute to the overall health of software ecosystems.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00050","Idaho State University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025745","Dependency management;freshness patterns;Maven;software stability;missed releases","Surveys;Ecosystems;Market research;Software;Libraries;Stability analysis;Maintenance;Complexity theory;Interviews;Software development management","","","","38","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Insights into Vulnerability Trends in Maven Artifacts: Recurrence, Popularity, and User Behavior","C. Bodily; E. Hill; A. Kramer; L. Kerby; M. Zibran","Department of Computer Science, Idaho State University, Pocatello, ID, United States; Department of Computer Science, Idaho State University, Pocatello, ID, United States; Department of Computer Science, Idaho State University, Pocatello, ID, United States; Department of Computer Science, Idaho State University, Pocatello, ID, United States; Department of Computer Science, Idaho State University, Pocatello, ID, United States",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","285","289","Vulnerabilities in open-source software, particularly in ecosystems like Maven Central, propagate risks across projects. This paper examines vulnerability trends in Maven artifacts, focusing on recurrence patterns, user behavior after disclosures, and the link between popularity and exposure. Analyzing 24 vulnerable artifacts and $2,900+$ releases, we find recurring risks in previously vulnerable artifacts, significant intravs. extra-organizational differences in user behavior, and minimal correlation between popularity and vulnerability exposure. These results underscore the need for proactive security, effective disclosures, and better dependency management to strengthen ecosystem resilience.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00051","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025616","Artifact Popularity;Vulnerability Recurrence;User Behavior","Correlation;Shape;Scalability;Ecosystems;Refining;Market research;Sampling methods;Security;Open source software;Resilience","","","","22","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Understanding Software Vulnerabilities in the Maven Ecosystem: Patterns, Timelines, and Risks","M. F. Rabbi; R. Paul; A. I. Champa; M. F. Zibran","Department of Computer Science, Idaho State University, Pocatello, ID, United States; Department of Computer Science, Idaho State University, Pocatello, ID, United States; Department of Computer Science, Idaho State University, Pocatello, ID, United States; Department of Computer Science, Idaho State University, Pocatello, ID, United States",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","290","294","Vulnerabilities in software libraries and reusable components cause major security challenges, particularly in dependency-heavy ecosystems such as Maven. This paper presents a large-scale analysis of vulnerabilities in the Maven ecosystem using the Goblin framework. Our analysis focuses on the aspects and implications of vulnerability types, documentation delays, and resolution timelines. We identify 77,393 vulnerable releases with 226 unique CWEs. On average, vulnerabilities take nearly half a decade to be documented and 4.4 years to be resolved, with some remaining unresolved for even over a decade. The delays in documenting and fixing vulnerabilities incur security risks for the library users emphasizing the need for more careful and efficient vulnerability management in the Maven ecosystem.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00052","Idaho State University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025783","security;vulnerability;Maven ecosystem","Access control;Software libraries;Prevention and mitigation;Ecosystems;Documentation;Software;Delays;Data mining","","","","22","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Dependency Update Adoption Patterns in the Maven Software Ecosystem","B. Berretta; A. Thomas; H. Guarnera","Department of Mathematical and Computational Sciences, The College of Wooster, USA; Department of Mathematical and Computational Sciences, The College of Wooster, USA; Department of Mathematical and Computational Sciences, The College of Wooster, USA",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","295","299","Regular dependency updates protect dependent software components from upstream bugs, security vulnerabilities, and poor code quality. Measures of dependency updates across software ecosystems involve two key dimensions: the time span during which a release is being newly adopted (adoption lifespan) and the extent of adoption across the ecosystem (adoption reach). We examine correlations between adoption patterns in the Maven software ecosystem and two factors: the magnitude of code modifications (extent of modifications affecting the meaning or behavior of the code, henceforth called “semantic change”) in an upstream dependency and the relative maintenance rate of upstream packages. Using the Goblin Weaver framework, we find adoption latency in the Maven ecosystem follows a log-normal distribution while adoption reach exhibits an exponential decay distribution.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00053","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025632","dependency management;maven ecosystem;semantic versioning;software updates;adoption patterns","Codes;Source coding;Semantics;Ecosystems;Static analysis;Software;Time measurement;Maintenance;Security;Software measurement","","","","20","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Analyzing Vulnerability Overestimation in the Maven Ecosystem","T. Draoui; F. Jebari; C. B. Slimen; M. Uppal; M. W. Mkaouer","University of Michigan-Flint, Flint, Michigan, USA; University of Michigan-Flint, Flint, Michigan, USA; University of Michigan-Flint, Flint, Michigan, USA; University of Michigan-Flint, Flint, Michigan, USA; University of Michigan-Flint, Flint, Michigan, USA",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","300","303","The widespread use of third-party dependencies in software development has heightened concerns about security vulnerabilities, especially those introduced via transitive dependencies. Current vulnerability assessment tools often overestimate the attack surface by including bloated dependencies-unused components within dependency trees-leading to inflated risk evaluations. This paper investigates the role of bloated dependencies in vulnerability overestimation, focusing on Maven-based projects. Utilizing a dataset from Maven Central Dependency Graph, enriched with Weaver metrics, we identify patterns of dependency bloat and quantify its impact on risk assessments. Our findings demonstrate how excluding bloated dependencies from evaluations can provide a more accurate and actionable view of a project’s security risks. The study also discusses the limitations of existing tools, offering insights into refining vulnerability assessment methodologies for modern software ecosystems. Our artifacts are available at: https://github.com/smilevo/MavenVulnerability CCS Concepts • Software Engineering $\rightarrow$ Open source software; Vulnerability management","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00054","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025768","vulnerability assessment in maven central repository;bloated dependencies;mining software repositories","Measurement;Ecosystems;Refining;Focusing;Security;Data mining;Risk management;Open source software;Software engineering;Software development management","","","","10","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Dependency Dilemmas: A Comparative Study of Independent and Dependent Artifacts in Maven Central Ecosystem","M. H. Shanto; M. Asaduzzaman; M. Mondal; S. Chowdhury","Computer Science and Engineering Discipline, Khulna University, Bangladesh; School of Computer Science, University of Windsor, Canada; Computer Science and Engineering Discipline, Khulna University, Bangladesh; Department of Computer Science, University of Manitoba, Canada",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","304","308","Maven Central ecosystem forms the backbone of Java dependency management, hosting artifacts that vary significantly in their adoption, security, and ecosystem roles. Artifact reuse is fundamental in software development, and ecosystems like Maven facilitate this process. However, prior studies predominantly analyzed popular artifacts with numerous dependencies, leaving those without incoming dependencies (i.e., independent artifacts) unexplored. In this study, we analyzed 658,078 artifacts, of which 635,003 had at least one release. Among these, 93,101 artifacts (15.4%) were identified as independent (in-degree = 0), while the rest were classified as dependent. We looked at the impact of individual artifacts using PageRank and outdegree centrality and discovered that independent artifacts were very important to the ecosystem. Further analysis using 18 different metrics revealed several advantages and comparability of independent artifacts with dependent artifacts: comparable popularity ($\mathbf{2 5. 5 8}$ vs. 7.30), fewer vulnerabilities ($\mathbf{6 0}$ CVEs vs. 179 CVEs), and zero propagated vulnerabilities. These findings suggest that independent artifacts might be a beneficial choice for dependencies but have some maintenance issues. Therefore, developers should carefully incorporate independent artifacts into their projects, and artifact maintainers should prioritize this group of artifacts to mitigate the risk of transitive vulnerability propagation and improve software sustainability.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00055","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025581","Maven;dependencies;release;vulnerability;popularity","Surveys;Measurement;Time-frequency analysis;Java;Ecosystems;Software;Maintenance;Security;Sustainable development;Software development management","","","","16","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Cascading Effects: Analyzing Project Failure Impact in the Maven Central Ecosystem","M. Shehata; S. Makhkamjonoov; M. Syed; E. Parra","Dept. of Math, Computer Science, and Data Science, Belmont University, Nashville, TN, USA; Dept. of Math, Computer Science, and Data Science, Belmont University, Nashville, TN, USA; Dept. of Math, Computer Science, and Data Science, Belmont University, Nashville, TN, USA; Dept. of Math, Computer Science, and Data Science, Belmont University, Nashville, TN, USA",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","309","313","This study examines failure propagation within the Maven Central ecosystem, a critical software dependency repository, through a comprehensive analysis of dependency networks using the Goblin framework. Our dual-sampling methodology, investigating both top dependencies and random libraries, revealed two distinct failure propagation patterns that pose significant risks to ecosystem stability. Core infrastructure failures, particularly evident in cases like the AWS SDK family, can create immediate and widespread disruption. These libraries have many direct dependents - averaging 20,402 projects that would break immediately if the library fails. Furthermore, these core libraries themselves have extensive dependencies, with the AWS SDK family depending on 377 other libraries itself. The impact of failures spreads deeply through the ecosystem, with dependency chains reaching an average of 90.80 levels. Our analysis of peripheral projects reveals their significant cascading effects, with higher average dependency depths of 54.25 levels and chain lengths extending to 116.74 levels, as exemplified by cases like org.apache.camel:camel-swagger-java, which demonstrated a maximum chain length of 647 levels. Our findings highlight specific vulnerabilities in dependency network structures, showing that ecosystem resilience requires both protecting core infrastructure and managing dependency complexity.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00056","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025804","Software Dependencies;Maven Central;Ecosystem Analysis;Failure Propagation;Dependency Networks;Software Maintenance;Infrastructure Resilience;Graph Analysis","Software maintenance;Ecosystems;Power system protection;Focusing;Libraries;Stability analysis;Complexity theory;Protection;Power system faults;Resilience","","","","15","CCBY","13 Jun 2025","","","IEEE","IEEE Conferences"
"Do Developers Depend on Deprecated Library Versions? A Mining Study of Log4j","H. Yoshioka; S. Lertbanjongngam; M. Inaba; Y. Fan; T. Nakano; K. Shimari; R. G. Kula; K. Matsumoto","Graduate School of Science and Technology, Nara Institute of Science and Technology; Graduate School of Science and Technology, Nara Institute of Science and Technology; Graduate School of Science and Technology, Nara Institute of Science and Technology; Graduate School of Science and Technology, Nara Institute of Science and Technology; Graduate School of Science and Technology, Nara Institute of Science and Technology; Graduate School of Science and Technology, Nara Institute of Science and Technology; Graduate School of Information Science and Technology, Osaka University; Graduate School of Science and Technology, Nara Institute of Science and Technology",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","314","318","Log4j has become a widely adopted logging library for Java programs due to its long history and high reliability. Its widespread use is notable not only because of its maturity but also due to the complexity and depth of its features, which have made it an essential tool for many developers. However, Log4j 1.x, which reached its end of support (deprecated), poses significant security risks and has numerous deprecated features that can be exploited by attackers. Despite this, some clients may still rely on this library. We aim to understand whether clients are still using Log4j 1.x despite its official support ending. We utilized the Mining Software Repositories 2025 challenge dataset, which provides a large and representative sample of open-source software projects. We analyzed over 10,000 log entries from the Mining Software Repositories 2025 challenge dataset using the Goblin framework to identify trends in usage rates for both Log4j 1.x and Log4j-core 2.x. Specifically, our study addressed two key issues: (1) We examined the usage rates and trends for these two libraries, highlighting any notable differences or patterns in their adoption. (2) We demonstrate that projects initiated after a deprecated library has reached the end of its support lifecycle can still maintain significant popularity. These findings highlight how deprecated are still popular, with the next step being to understand the reasoning behind these adoptions.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00057","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025729","Log4j;Security Vulnerabilities;Library Migration","Java;Market research;Libraries;Cognition;Complexity theory;Data mining;Security;Reliability;History;Open source software","","","","12","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Mining for Lags in Updating Critical Security Threats: A Case Study of Log4j Library","H. Tanaka; K. Yamasaki; M. Hirose; T. Nakano; Y. Fan; K. Shimari; R. G. Kula; K. Matsumoto","Graduate School of Science and Technology, Nara Institute of Science and Technology; Graduate School of Science and Technology, Nara Institute of Science and Technology; Graduate School of Science and Technology, Nara Institute of Science and Technology; Graduate School of Science and Technology, Nara Institute of Science and Technology; Graduate School of Science and Technology, Nara Institute of Science and Technology; Graduate School of Science and Technology, Nara Institute of Science and Technology; Graduate School of Information Science and Technology, Osaka University; Graduate School of Science and Technology, Nara Institute of Science and Technology",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","319","323","The Log4j-Core vulnerability, known as Log4Shell, exposed significant challenges to dependency management in software ecosystems. When a critical vulnerability is disclosed, it is imperative that dependent packages quickly adopt patched versions to mitigate risks. However, delays in applying these updates can leave client systems exposed to exploitation. Previous research has primarily focused on NPM, but there is a need for similar analysis in other ecosystems, such as Maven. Leveraging the 2025 mining challenge dataset of Java dependencies, we identify factors influencing update lags and categorize them based on version classification (major, minor, patch release cycles). Results show that lags exist, but projects with higher release cycle rates tend to address severe security issues more swiftly. In addition, over half of vulnerability fixes are implemented through patch updates, highlighting the critical role of incremental changes in maintaining software security. Our findings confirm that these lags also appear in the Maven ecosystem, even when migrating away from severe threats.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00058","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025604","Log4j;CVEs;Log4Shell;dependency;critical vulnerability;release frequency","Java;Ecosystems;Software;Libraries;Delays;Security;Data mining","","","","14","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"On the Evolution of Unused Dependencies in Java Project Releases: An Empirical Study","N. Suwanachote; Y. Shakizada; Y. Kashiwa; B. Lin; H. Iida","Nara Institute of Science and Technology, Japan; Nara Institute of Science and Technology, Japan; Nara Institute of Science and Technology, Japan; Hangzhou Dianzi University, China; Nara Institute of Science and Technology, Japan",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","324","328","Modern software development heavily relies on third-party dependencies to reduce workload and improve developer productivity. Given the vast number of dependencies available and the ease of including them in projects, some introduced dependencies are never used, leading to bloated software, longer build times, and increased network bandwidth usage. While several previous studies have examined the prevalence of unused dependencies and their impact on security, it remains unclear how these dependencies are introduced and removed in software projects. This study aims to answer this question through an empirical study involving 3,020 release versions of 417 Java projects. Our analysis shows that unused packages are common in most projects ($52 \%$ of projects), but few releases (9%) introduce new unused dependencies. Among those resolved unused dependencies, $59 \%$ of them were removed and $41 \%$ were used in later versions. Our findings highlight that not all unused dependencies should be removed in practice.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00059","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025630","Dependencies;Packages;Empirical Study","Productivity;Java;Bandwidth;Software;Security;Data mining;Software development management","","","","19","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Out of Sight, Still at Risk: The Lifecycle of Transitive Vulnerabilities in Maven","P. Przymus; M. Fejzer; J. Narębski; K. Rykaczewski; K. Stencel","Nicolaus Copernicus University in Toruń, Toruń, Poland; Nicolaus Copernicus University in Toruń, Toruń, Poland; Nicolaus Copernicus University in Toruń, Toruń, Poland; Nicolaus Copernicus University in Toruń, Toruń, Poland; University of Warsaw, Toruń, Poland",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","329","333","The modern software development landscape heavily relies on transitive dependencies. They enable seamless integration of third-party libraries. However, they also introduce security challenges. Transitive vulnerabilities that arise from indirect dependencies expose projects to risks associated with Common Vulnerabilities and Exposures (CVEs). It happens even when direct dependencies remain secure. This paper examines the lifecycle of transitive vulnerabilities in the Maven ecosystem. We employ survival analysis to measure the time projects remain exposed after a CVE is introduced. Using a large dataset of Maven projects, we identify factors that influence the resolution of these vulnerabilities. Our findings offer practical advice on improving dependency management.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00060","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025601","CVE;Mining software repositories;Software quality","Ecosystems;Software quality;Time measurement;Libraries;Delays;Security;Data mining;Software development management","","","","18","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Popularity and Innovation in Maven Central","N. Ede; J. Dietrich; U. Zülicke","Victoria University of Wellington, Wellington, New Zealand; Victoria University of Wellington, Wellington, New Zealand; Victoria University of Wellington, Wellington, New Zealand",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","334","338","Maven Central is a large popular repository of Java components that has evolved over the last 20 years. The distribution of dependencies indicates that the repository is dominated by a relatively small number of components other components depend on. The question is whether those elites are static, or change over time, and how this relates to innovation in the Maven ecosystem. We study those questions using several metrics. We find that elites are dynamic, and that the rate of innovation is slowing as the repository ages but remains healthy.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00061","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025753","software ecosystems;software evolution;innovation;open source software;software repositories;maven;secos","Measurement;Technological innovation;Java;Ecosystems;Software;Data mining","","","","43","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
